Participant;hit;position;series;hammer;left/righthanded; x [mm];y [mm];distance [mm];timecode
;;;;;;;;;
07;1;3;1;gross;right;-8,571804;34,55965;35,60681;03.11.2023 13:13:48
07;2;3;1;gross;right;2,706497;5,295419;5,946981;03.11.2023 13:13:49
07;3;3;1;gross;right;0,2214133;-38,88556;38,88618;03.11.2023 13:13:50
07;4;3;1;gross;right;0,8979536;13,92987;13,95878;03.11.2023 13:13:51
07;5;3;1;gross;right;4,461364;-13,81276;14,51537;03.11.2023 13:13:52
07;6;6;1;gross;right;11,14134;11,94435;16,33392;03.11.2023 13:14:07
07;7;6;1;gross;right;13,716;9,114667;16,46833;03.11.2023 13:14:09
07;8;6;1;gross;right;13,36696;-2,78841;13,6547;03.11.2023 13:14:10
07;9;6;1;gross;right;10,17788;36,35292;37,75081;03.11.2023 13:14:11
07;10;6;1;gross;right;10,37625;3,875441;11,07635;03.11.2023 13:14:13
07;11;3;2;gross;right;23,39561;19,58961;30,51405;03.11.2023 13:14:23
07;12;3;2;gross;right;26,67326;-6,248659;27,39541;03.11.2023 13:14:24
07;13;3;2;gross;right;5,654058;-6,82374;8,861816;03.11.2023 13:14:25
07;14;3;2;gross;right;7,881787;2,989502;8,42969;03.11.2023 13:14:27
07;15;3;2;gross;right;-18,01679;19,80082;26,77083;03.11.2023 13:14:28
07;16;6;2;gross;right;-10,177;3,508893;10,76492;03.11.2023 13:14:37
07;17;6;2;gross;right;-87,23019;31,18805;92,63801;03.11.2023 13:14:38
07;18;6;2;gross;right;103,587;-25,41421;106,659;03.11.2023 13:14:39
07;19;6;2;gross;right;4,62045;13,62083;14,38317;03.11.2023 13:14:40
07;20;6;2;gross;right;-7,611681;-9,655687;12,29512;03.11.2023 13:14:41
07;21;6;2;gross;right;14,27724;-5,11813;15,1669;03.11.2023 13:14:43
07;22;6;2;gross;right;5,792697;0,1734109;5,795292;03.11.2023 13:14:43
07;23;2;1;mittel;right;-11,50318;6,465661;13,19576;03.11.2023 13:16:17
07;24;2;1;mittel;right;-10,15446;-3,443225;10,72235;03.11.2023 13:16:18
07;25;2;1;mittel;right;1,398719;-23,0822;23,12454;03.11.2023 13:16:19
07;26;2;1;mittel;right;12,69031;-16,98679;21,20365;03.11.2023 13:16:22
07;27;2;1;mittel;right;-14,60419;-12,60469;19,29146;03.11.2023 13:16:23
07;28;5;1;mittel;right;-13,94885;-1,337703;14,01285;03.11.2023 13:16:35
07;29;5;1;mittel;right;-13,0099;7,410842;14,97258;03.11.2023 13:16:39
07;30;5;1;mittel;right;-9,586264;0,5177118;9,600233;03.11.2023 13:16:40
07;31;5;1;mittel;right;-51,20351;-3,001635;51,29141;03.11.2023 13:16:42
07;32;5;1;mittel;right;-17,29717;21,48883;27,58554;03.11.2023 13:16:45
07;33;2;2;mittel;right;-21,39167;8,097096;22,87283;03.11.2023 13:16:58
07;34;2;2;mittel;right;-4,425249;-5,308022;6,910711;03.11.2023 13:16:58
07;35;2;2;mittel;right;-9,068884;-9,224153;12,9356;03.11.2023 13:16:59
07;36;2;2;mittel;right;9,538336;-26,59173;28,25066;03.11.2023 13:16:59
07;37;2;2;mittel;right;-16,97649;-11,46046;20,48276;03.11.2023 13:17:00
07;38;2;2;mittel;right;-7,626472;-5,785126;9,572396;03.11.2023 13:17:01
07;39;2;2;mittel;right;-16,00684;-9,847377;18,79334;03.11.2023 13:17:02
07;40;5;2;mittel;right;-2,893453;-22,87978;23,06201;03.11.2023 13:17:07
07;41;5;2;mittel;right;-23,63094;2,199676;23,7331;03.11.2023 13:17:08
07;42;5;2;mittel;right;4,811167;0,4336589;4,830671;03.11.2023 13:17:09
07;43;5;2;mittel;right;2,513134;-4,783654;5,403628;03.11.2023 13:17:10
07;44;5;2;mittel;right;-10,56577;-3,518211;11,13613;03.11.2023 13:17:12
07;45;1;1;klein;right;5,348799;26,37483;26,91173;03.11.2023 13:18:47
07;46;1;1;klein;right;10,92919;2,98722;11,33008;03.11.2023 13:18:49
07;47;1;1;klein;right;8,199178;2,506659;8,573789;03.11.2023 13:18:51
07;48;1;1;klein;right;-3,784104;-2,92797;4,784606;03.11.2023 13:18:52
07;49;1;1;klein;right;-22,59217;-13,05006;26,09042;03.11.2023 13:18:54
07;50;4;1;klein;right;-3,253151;-28,30037;28,48674;03.11.2023 13:19:00
07;51;4;1;klein;right;12,57852;22,46797;25,74935;03.11.2023 13:19:02
07;52;4;1;klein;right;-2,963822;7,584859;8,143361;03.11.2023 13:19:03
07;53;4;1;klein;right;2,647214;1,882686;3,248423;03.11.2023 13:19:04
07;54;4;1;klein;right;-22,87172;-2,628901;23,02231;03.11.2023 13:19:05
07;55;1;2;klein;right;4,383356;3,035873;5,33201;03.11.2023 13:19:13
07;56;1;2;klein;right;-26,35501;-27,8493;38,3428;03.11.2023 13:19:16
07;57;1;2;klein;right;-1,28558;2,003857;2,38079;03.11.2023 13:19:18
07;58;1;2;klein;right;-39,79773;-12,75095;41,7905;03.11.2023 13:19:19
07;59;4;2;klein;right;-11,75398;-9,026027;14,81976;03.11.2023 13:19:26
07;60;4;2;klein;right;-13,35716;19,05732;23,2722;03.11.2023 13:19:27
07;61;4;2;klein;right;12,98195;8,095165;15,29911;03.11.2023 13:19:29
07;62;4;2;klein;right;9,625345;28,73606;30,30525;03.11.2023 13:19:37
