Participant;hit;position;series;hammer;left/righthanded; x [mm];y [mm];distance [mm];timecode
;;;;;;;;;
30;1;1;1;klein;right;-3,080066;4,222317;5,226354;20.11.2023 14:13:37
30;2;1;1;klein;right;-7,534942;-0,264007;7,539565;20.11.2023 14:13:38
30;3;1;1;klein;right;-3,31983;0,4435066;3,349324;20.11.2023 14:13:39
30;4;1;1;klein;right;-4,011783;5,945352;7,17228;20.11.2023 14:13:40
30;5;1;1;klein;right;-11,24223;6,226702;12,85144;20.11.2023 14:13:41
30;6;1;1;klein;right;-8,409469;3,197772;8,996939;20.11.2023 14:13:41
30;7;4;1;klein;right;2,174654;-0,7308573;2,294183;20.11.2023 14:13:45
30;8;4;1;klein;right;4,062093;3,462322;5,337441;20.11.2023 14:13:45
30;9;4;1;klein;right;4,928965;-23,25103;23,76773;20.11.2023 14:13:46
30;10;4;1;klein;right;-6,396641;-4,385031;7,755353;20.11.2023 14:13:47
30;11;4;1;klein;right;-0,1716145;-7,05895;7,061036;20.11.2023 14:13:48
30;12;4;1;klein;right;-3,926893;-4,819612;6,216844;20.11.2023 14:13:49
30;13;1;2;klein;right;-1,807695;8,743883;8,928788;20.11.2023 14:13:54
30;14;1;2;klein;right;-4,342419;8,066654;9,161196;20.11.2023 14:13:55
30;15;1;2;klein;right;-4,054537;2,413892;4,718702;20.11.2023 14:13:55
30;16;1;2;klein;right;-4,833916;-7,806686;9,182107;20.11.2023 14:13:56
30;17;1;2;klein;right;-3,403352;-3,892584;5,170591;20.11.2023 14:13:57
30;18;1;2;klein;right;-2,197527;3,458917;4,097954;20.11.2023 14:13:58
30;19;4;2;klein;right;-6,11072;-13,75447;15,05079;20.11.2023 14:14:02
30;20;4;2;klein;right;34,60531;-8,959549;35,74634;20.11.2023 14:14:03
30;21;4;2;klein;right;10,28988;3,548209;10,88445;20.11.2023 14:14:04
30;22;4;2;klein;right;12,98973;-2,818068;13,2919;20.11.2023 14:14:04
30;23;4;2;klein;right;3,457206;-9,179493;9,808944;20.11.2023 14:14:05
30;24;4;2;klein;right;6,618391;-8,824821;11,03089;20.11.2023 14:14:06
30;25;2;1;mittel;right;-7,657952;-0,2578763;7,662293;20.11.2023 14:15:30
