Participant;hit;position;series;hammer;left/righthanded; x [mm];y [mm];distance [mm];timecode
;;;;;;;;;
03;1;2;1;mittel;right;1,357601;3,935163;4,162762;27.10.2023 17:01:49
03;2;2;1;mittel;right;13,50977;-13,0295;18,76916;27.10.2023 17:01:50
03;3;2;1;mittel;right;4,611257;-21,71446;22,19868;27.10.2023 17:01:51
03;4;2;1;mittel;right;2,276008;-17,6218;17,76818;27.10.2023 17:01:52
03;5;2;1;mittel;right;10,80371;-21,25002;23,8387;27.10.2023 17:01:53
03;6;5;1;mittel;right;-4,137831;-8,51696;9,468909;27.10.2023 17:02:00
03;7;5;1;mittel;right;12,75239;-11,00979;16,84752;27.10.2023 17:02:01
03;8;5;1;mittel;right;8,691734;-16,83343;18,94494;27.10.2023 17:02:02
03;9;5;1;mittel;right;-108,4889;15,08273;109,5323;27.10.2023 17:02:03
03;10;5;1;mittel;right;0,7969145;4,763052;4,829258;27.10.2023 17:02:04
03;11;5;1;mittel;right;-4,571198;7,541721;8,818924;27.10.2023 17:02:05
03;12;2;2;mittel;right;-2,639009;-13,25759;13,51769;27.10.2023 17:02:21
03;13;2;2;mittel;right;-4,775249;-6,435337;8,013524;27.10.2023 17:02:22
03;14;2;2;mittel;right;1,192971;-13,76769;13,81928;27.10.2023 17:02:23
03;15;2;2;mittel;right;5,36536;-13,58626;14,60731;27.10.2023 17:02:24
03;16;2;2;mittel;right;3,682741;-7,296783;8,17347;27.10.2023 17:02:25
03;17;5;2;mittel;right;10,44374;-15,77071;18,91526;27.10.2023 17:02:28
03;18;5;2;mittel;right;5,203109;-2,756569;5,88821;27.10.2023 17:02:29
03;19;5;2;mittel;right;-0,571198;-3,327711;3,376378;27.10.2023 17:02:30
03;20;5;2;mittel;right;-0,5425595;0,9346419;1,080706;27.10.2023 17:02:31
03;21;5;2;mittel;right;21,88289;1,221785;21,91697;27.10.2023 17:02:32
03;22;5;2;klein;right;-50,36506;-37,37675;62,71891;27.10.2023 17:02:49
03;23;1;1;klein;right;2,16714;3,618603;4,217913;27.10.2023 17:04:40
03;24;1;1;klein;right;16,90505;-10,41907;19,85794;27.10.2023 17:04:41
03;25;1;1;klein;right;4,036746;-11,64962;12,3292;27.10.2023 17:04:41
03;26;1;1;klein;right;9,321289;-12,95446;15,95946;27.10.2023 17:04:42
03;27;1;1;klein;right;8,20094;-5,27775;9,752439;27.10.2023 17:04:43
03;28;4;1;klein;right;21,52142;-13,00985;25,14812;27.10.2023 17:04:50
03;29;4;1;klein;right;6,93117;-14,73006;16,27931;27.10.2023 17:04:51
03;30;4;1;klein;right;14,98575;-7,611026;16,80775;27.10.2023 17:04:52
03;31;4;1;klein;right;11,8546;-14,22974;18,52072;27.10.2023 17:04:53
03;32;4;1;klein;right;12,61598;-8,015759;14,94709;27.10.2023 17:04:54
03;33;1;2;klein;right;7,544627;-7,170157;10,40829;27.10.2023 17:04:59
03;34;1;2;klein;right;10,55809;-8,820477;13,75769;27.10.2023 17:05:00
03;35;1;2;klein;right;1,412852;-4,238392;4,467675;27.10.2023 17:05:01
03;36;1;2;klein;right;2,680566;4,011443;4,824636;27.10.2023 17:05:03
03;37;1;2;klein;right;-1,965531;-0,466406;2,02011;27.10.2023 17:05:04
03;38;4;2;klein;right;5,285848;-15,41588;16,29692;27.10.2023 17:05:07
03;39;4;2;klein;right;8,405274;-0,7953061;8,442817;27.10.2023 17:05:09
03;40;4;2;klein;right;4,845017;6,510902;8,115788;27.10.2023 17:05:10
03;41;4;2;klein;right;8,315379;-16,23473;18,24039;27.10.2023 17:05:11
03;42;4;2;klein;right;1,325635;5,459532;5,618166;27.10.2023 17:05:12
03;43;3;1;gross;right;-0,5536733;-3,175689;3,223593;27.10.2023 17:07:09
03;44;3;1;gross;right;1,488442;-22,56929;22,61832;27.10.2023 17:07:10
03;45;3;1;gross;right;0,3027024;-16,05347;16,05632;27.10.2023 17:07:10
03;46;3;1;gross;right;-0,7348519;-6,502675;6,544065;27.10.2023 17:07:11
03;47;3;1;gross;right;-31,95532;-3,703454;32,16921;27.10.2023 17:07:12
03;48;6;1;gross;right;9,814368;-6,612814;11,83432;27.10.2023 17:07:20
03;49;6;1;gross;right;3,873905;-7,874887;8,77616;27.10.2023 17:07:21
03;50;6;1;gross;right;1,999126;-3,444958;3,982994;27.10.2023 17:07:22
03;51;6;1;gross;right;14,83218;-14,08028;20,4511;27.10.2023 17:07:23
03;52;6;1;gross;right;1,85184;-8,603943;8,800974;27.10.2023 17:07:24
03;53;3;2;gross;right;-5,911486;-17,39843;18,37528;27.10.2023 17:07:29
03;54;3;2;gross;right;-0,8762262;-8,798605;8,842128;27.10.2023 17:07:30
03;55;3;2;gross;right;2,18065;-7,146825;7,472104;27.10.2023 17:07:31
03;56;3;2;gross;right;-3,462801;-22,97279;23,2323;27.10.2023 17:07:33
03;57;3;2;gross;right;2,675475;-11,8213;12,12029;27.10.2023 17:07:34
03;58;6;2;gross;right;14,08709;-20,11816;24,55986;27.10.2023 17:07:39
03;59;6;2;gross;right;6,15807;17,26523;18,33058;27.10.2023 17:07:41
03;60;6;2;gross;right;5,713526;-8,508158;10,24857;27.10.2023 17:07:43
03;61;6;2;gross;right;-11,97798;0,5428464;11,99027;27.10.2023 17:07:44
