Participant;hit;position;series;hammer;left/righthanded; x [mm];y [mm];distance [mm];timecode
;;;;;;;;;
33;1;2;1;mittel;right;-7,724689;12,2931;14,51865;24.11.2023 17:01:29
33;2;2;1;mittel;right;8,782675;13,06674;15,74405;24.11.2023 17:01:30
33;3;2;1;mittel;right;8,372705;12,71083;15,22062;24.11.2023 17:01:31
33;4;2;1;mittel;right;3,214439;-1,796286;3,68229;24.11.2023 17:01:32
33;5;2;1;mittel;right;9,809842;11,15568;14,85537;24.11.2023 17:01:32
33;6;5;1;mittel;right;81,42569;-10,19553;82,06152;24.11.2023 17:01:38
33;7;5;1;mittel;right;7,069151;13,69628;15,41301;24.11.2023 17:01:39
33;8;5;1;mittel;right;7,63398;-1,929335;7,874006;24.11.2023 17:01:40
33;9;5;1;mittel;right;9,877408;1,909105;10,06021;24.11.2023 17:01:41
33;10;5;1;mittel;right;9,404352;1,830244;9,580794;24.11.2023 17:01:41
33;11;5;1;mittel;right;3,468929;-2,648222;4,364235;24.11.2023 17:01:42
33;12;2;2;mittel;right;14,65783;12,47373;19,24697;24.11.2023 17:01:47
33;13;2;2;mittel;right;6,497761;-9,005514;11,10496;24.11.2023 17:01:48
33;14;2;2;mittel;right;11,15316;-8,447619;13,99125;24.11.2023 17:01:49
33;15;2;2;mittel;right;11,7532;-13,90518;18,20691;24.11.2023 17:01:50
33;16;2;2;mittel;right;11,17689;-9,407694;14,60916;24.11.2023 17:01:51
33;17;5;2;mittel;right;12,14849;-2,05465;12,32102;24.11.2023 17:01:56
33;18;5;2;mittel;right;1,882648;1,945956;2,707603;24.11.2023 17:01:56
33;19;5;2;mittel;right;5,964967;2,27611;6,384474;24.11.2023 17:01:57
33;20;5;2;mittel;right;-7,43048;-0,1275031;7,431573;24.11.2023 17:01:58
33;21;5;2;mittel;right;12,31496;8,237132;14,81582;24.11.2023 17:01:59
33;22;1;1;klein;right;1,907817;14,70834;14,83156;24.11.2023 17:03:38
33;23;1;1;klein;right;12,69354;0,1404225;12,69431;24.11.2023 17:03:39
33;24;1;1;klein;right;12,36093;6,459143;13,9468;24.11.2023 17:03:40
33;25;1;1;klein;right;10,84998;3,737216;11,47557;24.11.2023 17:03:41
33;26;1;1;klein;right;-4,609032;-9,300554;10,37996;24.11.2023 17:03:42
33;27;4;1;klein;right;30,88585;-55,30782;63,34739;24.11.2023 17:03:46
33;28;4;1;klein;right;2,348616;-11,73872;11,97137;24.11.2023 17:03:47
33;29;4;1;klein;right;2,859878;-10,94996;11,31727;24.11.2023 17:03:47
33;30;4;1;klein;right;-1,751725;-8,352807;8,534513;24.11.2023 17:03:48
33;31;4;1;klein;right;1,259469;-14,36406;14,41917;24.11.2023 17:03:49
33;32;4;1;klein;right;8,622603;-20,60565;22,33701;24.11.2023 17:03:50
33;33;1;2;klein;right;6,319448;-5,68134;8,497827;24.11.2023 17:03:57
33;34;1;2;klein;right;-7,304955;-6,864687;10,02429;24.11.2023 17:03:58
33;35;1;2;klein;right;4,284152;-5,512457;6,981485;24.11.2023 17:03:59
33;36;1;2;klein;right;-7,026552;-4,965917;8,604229;24.11.2023 17:04:00
33;37;1;2;klein;right;5,739861;0,1140039;5,740993;24.11.2023 17:04:01
33;38;4;2;klein;right;-5,069432;-13,92202;14,81626;24.11.2023 17:04:04
33;39;4;2;klein;right;-0,4559984;-4,187282;4,212038;24.11.2023 17:04:05
33;40;4;2;klein;right;13,08999;-17,21274;21,62467;24.11.2023 17:04:06
33;41;4;2;klein;right;6,589201;-10,94144;12,77234;24.11.2023 17:04:07
33;42;4;2;klein;right;1,575247;-4,550009;4,814975;24.11.2023 17:04:08
33;43;3;1;gross;right;5,501711;5,268009;7,617135;24.11.2023 17:05:38
33;44;3;1;gross;right;2,581692;12,53144;12,79462;24.11.2023 17:05:39
33;45;3;1;gross;right;9,033965;12,69975;15,58513;24.11.2023 17:05:40
33;46;3;1;gross;right;11,42935;9,232183;14,69228;24.11.2023 17:05:41
33;47;3;1;gross;right;-3,587868;13,13996;13,62099;24.11.2023 17:05:42
33;48;6;1;gross;right;14,49259;-4,662329;15,22408;24.11.2023 17:05:45
33;49;6;1;gross;right;14,02717;-6,442314;15,43583;24.11.2023 17:05:46
33;50;6;1;gross;right;12,36345;1,337708;12,43561;24.11.2023 17:05:46
33;51;6;1;gross;right;10,99846;-6,663893;12,85977;24.11.2023 17:05:47
33;52;6;1;gross;right;4,102927;-7,069558;8,173901;24.11.2023 17:05:48
33;53;3;2;gross;right;9,890395;9,493173;13,70913;24.11.2023 17:06:01
33;54;3;2;gross;right;10,03283;-3,116395;10,50569;24.11.2023 17:06:02
33;55;3;2;gross;right;17,14883;-3,130514;17,43223;24.11.2023 17:06:03
33;56;3;2;gross;right;4,440134;-3,379456;5,57992;24.11.2023 17:06:04
33;57;3;2;gross;right;7,730335;-3,694222;8,567692;24.11.2023 17:06:05
33;58;6;2;gross;right;18,9219;1,969993;19,02417;24.11.2023 17:06:07
33;59;6;2;gross;right;9,090968;8,276776;12,29434;24.11.2023 17:06:08
33;60;6;2;gross;right;25,38421;-1,360591;25,42065;24.11.2023 17:06:09
33;61;6;2;gross;right;16,28811;-4,872368;17,00125;24.11.2023 17:06:10
33;62;6;2;gross;right;24,55345;5,797508;25,22862;24.11.2023 17:06:13
