Participant;hit;position;series;hammer;left/righthanded; x [mm];y [mm];distance [mm];timecode
;;;;;;;;;
28;1;3;1;gross;right;13,97548;12,03076;18,44053;17.11.2023 17:17:27
28;2;3;1;gross;right;7,434031;10,26706;12,67586;17.11.2023 17:17:29
28;3;3;1;gross;right;1,946238;-2,973936;3,554172;17.11.2023 17:17:30
28;4;3;1;gross;right;-20,90696;29,90785;36,49083;17.11.2023 17:17:31
28;5;3;1;gross;right;54,11169;-23,7452;59,09238;17.11.2023 17:17:33
28;6;6;1;gross;right;35,07569;11,00466;36,76148;17.11.2023 17:17:46
28;7;6;1;gross;right;11,67784;-18,1196;21,55671;17.11.2023 17:17:47
28;8;6;1;gross;right;17,87614;4,471785;18,42698;17.11.2023 17:17:48
28;9;6;1;gross;right;11,39548;-2,16259;11,59887;17.11.2023 17:17:50
28;10;6;1;gross;right;17,76986;6,335045;18,86533;17.11.2023 17:17:51
28;11;3;2;gross;right;11,6949;13,89189;18,15917;17.11.2023 17:17:58
28;12;3;2;gross;right;13,09897;8,223831;15,46656;17.11.2023 17:18:00
28;13;3;2;gross;right;1,941332;-4,387388;4,797702;17.11.2023 17:18:01
28;14;3;2;gross;right;0,490742;-14,97105;14,97909;17.11.2023 17:18:02
28;15;3;2;gross;right;7,829289;-21,43083;22,81618;17.11.2023 17:18:04
28;16;6;2;gross;right;26,49201;-4,917716;26,94458;17.11.2023 17:18:08
28;17;6;2;gross;right;-8,038937;-11,56284;14,08274;17.11.2023 17:18:10
28;18;6;2;gross;right;4,414769;16,88295;17,45062;17.11.2023 17:18:11
28;19;6;2;gross;right;-7,86754;18,1453;19,77751;17.11.2023 17:18:13
28;20;6;2;gross;right;3,018404;27,76374;27,92734;17.11.2023 17:18:18
28;21;2;1;mittel;right;-10,39867;47,26091;48,39139;17.11.2023 17:20:55
28;22;2;1;mittel;right;5,080637;-2,066424;5,484795;17.11.2023 17:20:56
28;23;2;1;mittel;right;-17,15991;-0,3087355;17,16269;17.11.2023 17:20:57
28;24;2;1;mittel;right;5,480804;-5,324666;7,641419;17.11.2023 17:20:59
28;25;2;1;mittel;right;26,03485;-35,43409;43,97031;17.11.2023 17:21:00
28;26;5;1;mittel;right;5,442715;14,91445;15,87652;17.11.2023 17:21:05
28;27;5;1;mittel;right;29,17489;-19,26046;34,95911;17.11.2023 17:21:06
28;28;5;1;mittel;right;30,9988;13,75498;33,9135;17.11.2023 17:21:07
28;29;5;1;mittel;right;-1,345354;14,18578;14,24943;17.11.2023 17:21:11
28;30;5;1;mittel;right;-14,59047;9,668067;17,50295;17.11.2023 17:21:13
28;31;2;2;mittel;right;-3,374331;22,45048;22,70264;17.11.2023 17:21:19
28;32;2;2;mittel;right;-6,807551;-0,9886082;6,878961;17.11.2023 17:21:20
28;33;2;2;mittel;right;6,284805;-13,95266;15,30279;17.11.2023 17:21:21
28;34;2;2;mittel;right;3,502963;1,772897;3,926056;17.11.2023 17:21:23
28;35;2;2;mittel;right;-14,05648;11,96454;18,459;17.11.2023 17:21:24
28;36;5;2;mittel;right;27,54659;6,004536;28,19342;17.11.2023 17:21:30
28;37;5;2;mittel;right;10,03119;-6,399594;11,89872;17.11.2023 17:21:31
28;38;5;2;mittel;right;8,316072;-3,781191;9,135342;17.11.2023 17:21:32
28;39;5;2;mittel;right;19,33825;25,99414;32,39851;17.11.2023 17:21:34
28;40;5;2;mittel;right;12,76737;-2,37788;12,98692;17.11.2023 17:21:35
28;41;5;2;mittel;right;121,9414;-13,31318;122,666;17.11.2023 17:21:46
28;42;1;1;klein;right;-19,86395;21,75514;29,45951;17.11.2023 17:23:06
28;43;1;1;klein;right;2,759717;12,87748;13,16988;17.11.2023 17:23:07
28;44;1;1;klein;right;-10,55298;-0,31288;10,55762;17.11.2023 17:23:08
28;45;1;1;klein;right;5,40695;3,711496;6,558225;17.11.2023 17:23:09
28;46;1;1;klein;right;0,2736535;15,41308;15,41551;17.11.2023 17:23:10
28;47;1;1;klein;right;1,276385;-90,88332;90,89229;17.11.2023 17:23:14
28;48;4;1;klein;right;5,027726;-1,242243;5,178918;17.11.2023 17:23:30
28;49;4;1;klein;right;4,157802;2,636693;4,923359;17.11.2023 17:23:32
28;50;4;1;klein;right;-4,048272;-3,045519;5,065934;17.11.2023 17:23:33
28;51;4;1;klein;right;9,540249;-5,384475;10,95486;17.11.2023 17:23:34
28;52;4;1;klein;right;7,532727;-0,3621249;7,541427;17.11.2023 17:23:35
28;53;1;2;klein;right;-8,649925;15,89781;18,09866;17.11.2023 17:23:44
28;54;1;2;klein;right;5,483022;-5,516317;7,777743;17.11.2023 17:23:45
28;55;1;2;klein;right;0,3112453;-11,11473;11,11909;17.11.2023 17:23:46
28;56;1;2;klein;right;-2,005087;3,63064;4,14752;17.11.2023 17:23:47
28;57;1;2;klein;right;0,3631148;-20,63576;20,63896;17.11.2023 17:23:49
28;58;4;2;klein;right;29,94172;6,704443;30,68316;17.11.2023 17:23:53
28;59;4;2;klein;right;7,116262;-8,918083;11,40936;17.11.2023 17:23:54
28;60;4;2;klein;right;5,116981;17,76295;18,48529;17.11.2023 17:23:56
28;61;4;2;klein;right;9,197457;17,74846;19,99002;17.11.2023 17:23:57
28;62;4;2;klein;right;2,902446;-16,23702;16,49439;17.11.2023 17:23:58
