Participant;hit;position;series;hammer;left/righthanded; x [mm];y [mm];distance [mm];timecode
;;;;;;;;;
23;1;3;1;gross;right;-5,798211;-3,866943;6,969397;13.11.2023 12:12:41
23;2;3;1;gross;right;-11,8792;11,68157;16,66057;13.11.2023 12:12:42
23;3;3;1;gross;right;18,30196;6,285165;19,3511;13.11.2023 12:12:45
23;4;3;1;gross;right;27,66524;-14,09262;31,04783;13.11.2023 12:12:46
23;5;3;1;gross;right;-8,822458;3,650354;9,547818;13.11.2023 12:12:48
23;6;6;1;gross;right;-26,06458;-2,639701;26,19791;13.11.2023 12:12:53
23;7;6;1;gross;right;-19,29137;12,19726;22,82389;13.11.2023 12:12:55
23;8;6;1;gross;right;12,00767;-4,247972;12,73693;13.11.2023 12:12:56
23;9;6;1;gross;right;22,6643;1,530779;22,71594;13.11.2023 12:12:57
23;10;6;1;gross;right;-108,4041;33,61444;113,4961;13.11.2023 12:12:58
23;11;6;1;gross;right;18,97652;1,775177;19,05937;13.11.2023 12:12:59
23;12;3;2;gross;right;-6,342901;1,635543;6,550374;13.11.2023 12:13:10
23;13;3;2;gross;right;3,10607;-13,71971;14,06692;13.11.2023 12:13:12
23;14;3;2;gross;right;7,409286;-3,497033;8,193091;13.11.2023 12:13:14
23;15;3;2;gross;right;-1,250903;8,28979;8,383637;13.11.2023 12:13:15
23;16;3;2;gross;right;2,863074;2,988541;4,138668;13.11.2023 12:13:17
23;17;6;2;gross;right;1,590716;-1,505055;2,189879;13.11.2023 12:13:23
23;18;6;2;gross;right;10,75505;-8,721987;13,84717;13.11.2023 12:13:25
23;19;6;2;gross;right;5,453359;-15,42639;16,36192;13.11.2023 12:13:27
23;20;6;2;gross;right;-3,638828;-25,99925;26,25266;13.11.2023 12:13:28
23;21;6;2;gross;right;-0,4882523;-20,27335;20,27923;13.11.2023 12:13:30
23;22;1;1;klein;right;10,18616;-6,775994;12,23405;13.11.2023 12:15:24
23;23;1;1;klein;right;8,577473;-30,86915;32,03869;13.11.2023 12:15:25
23;24;1;1;klein;right;9,578877;-13,44662;16,50959;13.11.2023 12:15:27
23;25;1;1;klein;right;11,97205;-20,51216;23,75035;13.11.2023 12:15:29
23;26;1;1;klein;right;1,322693;-26,03755;26,07112;13.11.2023 12:15:32
23;27;4;1;klein;right;13,88824;-24,7017;28,33827;13.11.2023 12:15:38
23;28;4;1;klein;right;16,31503;-7,937559;18,14346;13.11.2023 12:15:40
23;29;4;1;klein;right;20,4096;-11,57719;23,46451;13.11.2023 12:15:42
23;30;4;1;klein;right;12,20178;0,3361055;12,20641;13.11.2023 12:15:45
23;31;4;1;klein;right;18,93597;-13,14927;23,05372;13.11.2023 12:15:47
23;32;1;2;klein;right;10,0941;-49,77998;50,79309;13.11.2023 12:16:04
23;33;1;2;klein;right;2,212344;-39,29383;39,35606;13.11.2023 12:16:06
23;34;1;2;klein;right;-8,143559;-9,091155;12,20519;13.11.2023 12:16:08
23;35;1;2;klein;right;2,392864;-26,33909;26,44757;13.11.2023 12:16:09
23;36;1;2;klein;right;-6,082875;-53,60218;53,94623;13.11.2023 12:16:11
23;37;4;2;klein;right;7,170973;-36,03502;36,7416;13.11.2023 12:16:15
23;38;4;2;klein;right;13,49298;-23,42735;27,03519;13.11.2023 12:16:17
23;39;4;2;klein;right;12,14381;-22,93031;25,94747;13.11.2023 12:16:18
23;40;4;2;klein;right;-7,835201;-16,27614;18,06386;13.11.2023 12:16:20
23;41;4;2;klein;right;-6,487469;-26,26464;27,054;13.11.2023 12:16:21
23;42;2;1;mittel;right;15,44721;-15,36564;21,78805;13.11.2023 12:17:57
23;43;2;1;mittel;right;7,621196;-19,8669;21,27854;13.11.2023 12:17:58
23;44;2;1;mittel;right;7,314319;-26,26388;27,26336;13.11.2023 12:18:00
23;45;2;1;mittel;right;4,284166;-25,07843;25,44173;13.11.2023 12:18:01
23;46;2;1;mittel;right;6,356956;-38,33446;38,85797;13.11.2023 12:18:03
23;47;5;1;mittel;right;-0,3174368;-50,05709;50,0581;13.11.2023 12:18:08
23;48;5;1;mittel;right;16,3078;-13,97344;21,4756;13.11.2023 12:18:09
23;49;5;1;mittel;right;9,76626;-9,470876;13,60431;13.11.2023 12:18:11
23;50;5;1;mittel;right;-3,807639;-20,07205;20,43001;13.11.2023 12:18:13
23;51;5;1;mittel;right;15,78625;-14,53631;21,4595;13.11.2023 12:18:14
23;52;2;2;mittel;right;0,03116084;-22,05594;22,05597;13.11.2023 12:18:20
23;53;2;2;mittel;right;20,61931;-29,83393;36,26595;13.11.2023 12:18:22
23;54;2;2;mittel;right;5,306919;-38,12757;38,49514;13.11.2023 12:18:24
23;55;2;2;mittel;right;14,69354;-35,29581;38,23211;13.11.2023 12:18:25
23;56;2;2;mittel;right;14,26011;-29,38495;32,66231;13.11.2023 12:18:26
23;57;5;2;mittel;right;12,59047;-51,988;53,49086;13.11.2023 12:18:30
23;58;5;2;mittel;right;9,331167;-38,44045;39,55678;13.11.2023 12:18:31
23;59;5;2;mittel;right;10,52486;-24,54348;26,70496;13.11.2023 12:18:33
23;60;5;2;mittel;right;21,3138;-52,70174;56,8485;13.11.2023 12:18:34
23;61;5;2;mittel;right;4,82449;-24,1377;24,61513;13.11.2023 12:18:35
