DateTime; total_time; fps
05.05.2023 17:54:45;3,2586747;88
05.05.2023 17:54:45;3,269638;88
05.05.2023 17:54:45;3,2815981;88
05.05.2023 17:54:45;3,2915645;89
05.05.2023 17:54:45;3,3035249;89
05.05.2023 17:54:45;3,314488;89
05.05.2023 17:54:45;3,3254514;89
05.05.2023 17:54:45;3,3364147;89
05.05.2023 17:54:45;3,3493715;89
05.05.2023 17:54:45;3,3593379;89
05.05.2023 17:54:45;3,3703011;89
05.05.2023 17:54:45;3,3812647;89
05.05.2023 17:54:45;3,3922284;89
05.05.2023 17:54:45;3,4031917;89
05.05.2023 17:54:45;3,4147945;89
05.05.2023 17:54:45;3,4257579;90
05.05.2023 17:54:45;3,4367213;90
05.05.2023 17:54:45;3,4486816;90
05.05.2023 17:54:45;3,4586478;90
05.05.2023 17:54:45;3,4696111;90
05.05.2023 17:54:45;3,4825677;90
05.05.2023 17:54:45;3,4925345;90
05.05.2023 17:54:45;3,5034977;90
05.05.2023 17:54:45;3,5144613;90
05.05.2023 17:54:45;3,5254247;90
05.05.2023 17:54:45;3,5363876;90
05.05.2023 17:54:45;3,5483517;90
05.05.2023 17:54:45;3,5593112;90
05.05.2023 17:54:45;3,5702746;90
05.05.2023 17:54:45;3,5812376;90
05.05.2023 17:54:45;3,5922017;90
05.05.2023 17:54:45;3,6041612;89
05.05.2023 17:54:45;3,6161243;90
05.05.2023 17:54:45;3,6260908;90
05.05.2023 17:54:45;3,6366008;90
05.05.2023 17:54:45;3,6485606;90
05.05.2023 17:54:45;3,6585269;90
05.05.2023 17:54:45;3,6694908;90
05.05.2023 17:54:46;3,6854368;87
05.05.2023 17:54:46;3,6924136;90
05.05.2023 17:54:46;3,7003907;92
05.05.2023 17:54:46;3,7123468;92
05.05.2023 17:54:46;3,7233101;92
05.05.2023 17:54:46;3,733976;92
05.05.2023 17:54:46;3,7469299;92
05.05.2023 17:54:46;3,7559026;91
05.05.2023 17:54:46;3,7678591;91
05.05.2023 17:54:46;3,7788223;91
05.05.2023 17:54:46;3,7897858;91
05.05.2023 17:54:46;3,8007491;91
05.05.2023 17:54:46;3,8127091;91
05.05.2023 17:54:46;3,8226756;91
05.05.2023 17:54:46;3,8336388;91
05.05.2023 17:54:46;3,8455989;91
05.05.2023 17:54:46;3,8565629;90
05.05.2023 17:54:46;3,8675256;91
05.05.2023 17:54:46;3,8794859;91
05.05.2023 17:54:46;3,889454;90
05.05.2023 17:54:46;3,9004151;90
05.05.2023 17:54:46;3,912381;90
05.05.2023 17:54:46;3,9223418;90
05.05.2023 17:54:46;3,9342885;90
05.05.2023 17:54:46;3,945252;90
05.05.2023 17:54:46;3,9562153;90
05.05.2023 17:54:46;3,9671785;90
05.05.2023 17:54:46;3,9791388;90
05.05.2023 17:54:46;3,9891089;90
05.05.2023 17:54:46;4,0010652;90
05.05.2023 17:54:46;4,0130255;90
05.05.2023 17:54:46;4,0229919;90
05.05.2023 17:54:46;4,0342095;90
05.05.2023 17:54:46;4,0461696;90
05.05.2023 17:54:46;4,0561362;90
05.05.2023 17:54:46;4,0680967;90
05.05.2023 17:54:46;4,0800562;90
05.05.2023 17:54:46;4,090022;90
05.05.2023 17:54:46;4,1019833;90
05.05.2023 17:54:46;4,1129467;90
05.05.2023 17:54:46;4,1239095;90
05.05.2023 17:54:46;4,1348731;89
05.05.2023 17:54:46;4,1478296;89
05.05.2023 17:54:46;4,1577961;89
05.05.2023 17:54:46;4,1687599;89
05.05.2023 17:54:46;4,180719;89
05.05.2023 17:54:46;4,191683;89
05.05.2023 17:54:46;4,2026462;89
05.05.2023 17:54:46;4,2146058;89
05.05.2023 17:54:46;4,2255695;89
05.05.2023 17:54:46;4,2365323;89
05.05.2023 17:54:46;4,2474959;89
05.05.2023 17:54:46;4,2584597;90
05.05.2023 17:54:46;4,2694222;89
05.05.2023 17:54:46;4,2813824;90
05.05.2023 17:54:46;4,2913493;90
05.05.2023 17:54:46;4,3023129;90
05.05.2023 17:54:46;4,3142724;90
05.05.2023 17:54:46;4,3252381;90
05.05.2023 17:54:46;4,3361989;90
05.05.2023 17:54:46;4,3481654;90
05.05.2023 17:54:46;4,3581264;90
05.05.2023 17:54:46;4,3694742;90
05.05.2023 17:54:46;4,3804377;90
05.05.2023 17:54:46;4,3914003;90
05.05.2023 17:54:46;4,4023644;90
05.05.2023 17:54:46;4,4153207;90
05.05.2023 17:54:46;4,4252875;90
05.05.2023 17:54:46;4,4362507;90
05.05.2023 17:54:46;4,4482112;90
05.05.2023 17:54:46;4,4581775;90
05.05.2023 17:54:46;4,4694613;90
05.05.2023 17:54:46;4,4814213;90
05.05.2023 17:54:46;4,4913884;90
05.05.2023 17:54:46;4,5023548;90
05.05.2023 17:54:46;4,5143111;90
05.05.2023 17:54:46;4,5252743;90
05.05.2023 17:54:46;4,5362376;90
05.05.2023 17:54:46;4,5481981;90
05.05.2023 17:54:46;4,5581646;90
05.05.2023 17:54:46;4,5693986;90
05.05.2023 17:54:46;4,5813591;90
05.05.2023 17:54:46;4,5913256;90
05.05.2023 17:54:46;4,6022887;90
05.05.2023 17:54:46;4,6142487;90
05.05.2023 17:54:46;4,625212;90
05.05.2023 17:54:46;4,6361754;90
05.05.2023 17:54:46;4,6481357;90
05.05.2023 17:54:46;4,6581015;90
05.05.2023 17:54:46;4,6690547;90
05.05.2023 17:54:47;4,6820116;90
05.05.2023 17:54:47;4,6919782;90
05.05.2023 17:54:47;4,7029416;90
05.05.2023 17:54:47;4,7139048;90
05.05.2023 17:54:47;4,7248682;90
05.05.2023 17:54:47;4,735832;90
05.05.2023 17:54:47;4,7477916;90
05.05.2023 17:54:47;4,7577585;90
05.05.2023 17:54:47;4,7687243;90
05.05.2023 17:54:47;4,7806844;90
05.05.2023 17:54:47;4,7916477;90
05.05.2023 17:54:47;4,8026109;90
05.05.2023 17:54:47;4,815568;90
05.05.2023 17:54:47;4,8245376;90
05.05.2023 17:54:47;4,8355053;90
05.05.2023 17:54:47;4,8474612;90
05.05.2023 17:54:47;4,8584244;90
05.05.2023 17:54:47;4,8693877;90
05.05.2023 17:54:47;4,8813475;90
05.05.2023 17:54:47;4,8913145;90
05.05.2023 17:54:47;4,9032749;90
05.05.2023 17:54:47;4,9142376;90
05.05.2023 17:54:47;4,9252016;90
05.05.2023 17:54:47;4,9361642;90
05.05.2023 17:54:47;4,9481245;90
05.05.2023 17:54:47;4,9590875;90
05.05.2023 17:54:47;4,9690583;90
05.05.2023 17:54:47;4,9810142;90
05.05.2023 17:54:47;4,9919777;90
05.05.2023 17:54:47;5,0029406;90
05.05.2023 17:54:47;5,013904;90
05.05.2023 17:54:47;5,0248676;90
05.05.2023 17:54:47;5,0358305;90
05.05.2023 17:54:47;5,047791;90
05.05.2023 17:54:47;5,0577575;90
05.05.2023 17:54:47;5,0687213;90
05.05.2023 17:54:47;5,0816777;90
05.05.2023 17:54:47;5,0916448;90
05.05.2023 17:54:47;5,1026074;90
05.05.2023 17:54:47;5,1145677;90
05.05.2023 17:54:47;5,1245345;90
05.05.2023 17:54:47;5,1354973;90
05.05.2023 17:54:47;5,1474614;90
05.05.2023 17:54:47;5,1584208;90
05.05.2023 17:54:47;5,169384;90
05.05.2023 17:54:47;5,1802656;90
05.05.2023 17:54:47;5,1912292;90
05.05.2023 17:54:47;5,2021926;90
05.05.2023 17:54:47;5,2151494;90
05.05.2023 17:54:47;5,2251156;90
05.05.2023 17:54:47;5,2360788;90
05.05.2023 17:54:47;5,2480388;90
05.05.2023 17:54:47;5,2580055;90
05.05.2023 17:54:47;5,2685724;90
05.05.2023 17:54:47;5,2805324;90
05.05.2023 17:54:47;5,2914965;90
05.05.2023 17:54:47;5,3024587;90
05.05.2023 17:54:47;5,3144196;90
05.05.2023 17:54:47;5,3243852;90
05.05.2023 17:54:47;5,3353498;90
05.05.2023 17:54:47;5,348306;90
05.05.2023 17:54:47;5,3582723;90
05.05.2023 17:54:47;5,3692385;90
05.05.2023 17:54:47;5,3811987;90
05.05.2023 17:54:47;5,3911651;90
05.05.2023 17:54:47;5,4021288;90
05.05.2023 17:54:47;5,4150857;90
05.05.2023 17:54:47;5,425052;90
05.05.2023 17:54:47;5,4360151;90
05.05.2023 17:54:47;5,4469878;90
05.05.2023 17:54:47;5,457942;90
05.05.2023 17:54:47;5,4695042;90
05.05.2023 17:54:47;5,4814651;90
05.05.2023 17:54:47;5,4914314;90
05.05.2023 17:54:47;5,5023942;90
05.05.2023 17:54:47;5,5143545;90
05.05.2023 17:54:47;5,5243214;90
05.05.2023 17:54:47;5,5352851;90
05.05.2023 17:54:47;5,5472444;90
05.05.2023 17:54:47;5,5582077;90
05.05.2023 17:54:47;5,5700343;89
05.05.2023 17:54:47;5,5809977;90
05.05.2023 17:54:47;5,590965;90
05.05.2023 17:54:47;5,6019279;90
05.05.2023 17:54:47;5,6148847;90
05.05.2023 17:54:47;5,6248512;90
05.05.2023 17:54:47;5,6358146;90
05.05.2023 17:54:47;5,646781;90
05.05.2023 17:54:47;5,6577444;90
05.05.2023 17:54:47;5,6684168;90
05.05.2023 17:54:48;5,6809435;90
05.05.2023 17:54:48;5,6909101;90
05.05.2023 17:54:48;5,7018737;90
05.05.2023 17:54:48;5,7138337;90
05.05.2023 17:54:48;5,7247975;90
05.05.2023 17:54:48;5,7357603;90
05.05.2023 17:54:48;5,7487209;90
05.05.2023 17:54:48;5,7576905;90
05.05.2023 17:54:48;5,7686532;90
05.05.2023 17:54:48;5,7806143;90
05.05.2023 17:54:48;5,7915782;90
05.05.2023 17:54:48;5,8025398;90
05.05.2023 17:54:48;5,8135031;90
05.05.2023 17:54:48;5,8244664;90
05.05.2023 17:54:48;5,8354301;90
05.05.2023 17:54:48;5,8473899;90
05.05.2023 17:54:48;5,8573568;90
05.05.2023 17:54:48;5,8693167;90
05.05.2023 17:54:48;5,8812768;90
05.05.2023 17:54:48;5,8912436;90
05.05.2023 17:54:48;5,9022068;90
05.05.2023 17:54:48;5,9141667;90
05.05.2023 17:54:48;5,9241338;90
05.05.2023 17:54:48;5,9360931;90
05.05.2023 17:54:48;5,9470637;90
05.05.2023 17:54:48;5,9580264;90
05.05.2023 17:54:48;5,9689905;90
05.05.2023 17:54:48;5,9799583;90
05.05.2023 17:54:48;5,9909167;90
05.05.2023 17:54:48;6,00188;90
05.05.2023 17:54:48;6,0148369;90
05.05.2023 17:54:48;6,0238072;90
05.05.2023 17:54:48;6,0357669;90
05.05.2023 17:54:48;6,0472786;90
05.05.2023 17:54:48;6,0572448;90
05.05.2023 17:54:48;6,0682085;90
05.05.2023 17:54:48;6,080168;90
05.05.2023 17:54:48;6,0911318;90
05.05.2023 17:54:48;6,1030918;89
05.05.2023 17:54:48;6,1140548;90
05.05.2023 17:54:48;6,1240226;90
05.05.2023 17:54:48;6,1349851;90
05.05.2023 17:54:48;6,1475214;90
05.05.2023 17:54:48;6,1574891;90
05.05.2023 17:54:48;6,1684471;90
05.05.2023 17:54:48;6,1800925;90
05.05.2023 17:54:48;6,1910558;90
05.05.2023 17:54:48;6,2020186;90
05.05.2023 17:54:48;6,2139834;90
05.05.2023 17:54:48;6,2239454;90
05.05.2023 17:54:48;6,2349095;90
05.05.2023 17:54:48;6,2464202;90
05.05.2023 17:54:48;6,2573836;90
05.05.2023 17:54:48;6,2683475;90
05.05.2023 17:54:48;6,2813034;90
05.05.2023 17:54:48;6,2902734;90
05.05.2023 17:54:48;6,3022334;90
05.05.2023 17:54:48;6,3131968;90
05.05.2023 17:54:48;6,3241601;90
05.05.2023 17:54:48;6,3351229;90
05.05.2023 17:54:48;6,3470182;90
05.05.2023 17:54:48;6,3569814;90
05.05.2023 17:54:48;6,3689411;90
05.05.2023 17:54:48;6,3799054;90
05.05.2023 17:54:48;6,3908674;90
05.05.2023 17:54:48;6,4018307;90
05.05.2023 17:54:48;6,4147872;90
05.05.2023 17:54:48;6,4237617;90
05.05.2023 17:54:48;6,4347216;90
05.05.2023 17:54:48;6,4466811;90
05.05.2023 17:54:48;6,4576446;90
05.05.2023 17:54:48;6,4686077;90
05.05.2023 17:54:48;6,480568;90
05.05.2023 17:54:48;6,4905344;90
05.05.2023 17:54:48;6,5014971;90
05.05.2023 17:54:48;6,5134576;90
05.05.2023 17:54:48;6,5244209;90
05.05.2023 17:54:48;6,5353842;90
05.05.2023 17:54:48;6,5473483;90
05.05.2023 17:54:48;6,5573109;90
05.05.2023 17:54:48;6,5682742;90
05.05.2023 17:54:48;6,5802337;90
05.05.2023 17:54:48;6,5902009;90
05.05.2023 17:54:48;6,6021609;90
05.05.2023 17:54:48;6,6131242;90
05.05.2023 17:54:48;6,6250841;89
05.05.2023 17:54:48;6,635051;90
05.05.2023 17:54:48;6,647015;90
05.05.2023 17:54:48;6,6569814;90
05.05.2023 17:54:48;6,6679409;90
05.05.2023 17:54:49;6,6808969;90
05.05.2023 17:54:49;6,6908642;90
05.05.2023 17:54:49;6,7018269;90
05.05.2023 17:54:49;6,7137916;90
05.05.2023 17:54:49;6,7237579;90
05.05.2023 17:54:49;6,7347214;90
05.05.2023 17:54:49;6,7466816;90
05.05.2023 17:54:49;6,7576409;90
05.05.2023 17:54:49;6,7686041;90
05.05.2023 17:54:49;6,780568;90
05.05.2023 17:54:49;6,7905344;90
05.05.2023 17:54:49;6,8014987;90
05.05.2023 17:54:49;6,8144507;90
05.05.2023 17:54:49;6,8234206;90
05.05.2023 17:54:49;6,8353806;90
05.05.2023 17:54:49;6,8473445;90
05.05.2023 17:54:49;6,8573079;90
05.05.2023 17:54:49;6,868276;90
05.05.2023 17:54:49;6,8802304;90
05.05.2023 17:54:49;6,8901969;90
05.05.2023 17:54:49;6,9021572;90
05.05.2023 17:54:49;6,9131206;90
05.05.2023 17:54:49;6,9250808;89
05.05.2023 17:54:49;6,9350472;90
05.05.2023 17:54:49;6,9470108;90
05.05.2023 17:54:49;6,956978;90
05.05.2023 17:54:49;6,9679373;90
05.05.2023 17:54:49;6,9798972;90
05.05.2023 17:54:49;6,99086;90
05.05.2023 17:54:49;7,0018239;90
05.05.2023 17:54:49;7,0127873;90
05.05.2023 17:54:49;7,0237508;90
05.05.2023 17:54:49;7,0347134;90
05.05.2023 17:54:49;7,0466775;90
05.05.2023 17:54:49;7,0566404;90
05.05.2023 17:54:49;7,0686006;90
05.05.2023 17:54:49;7,0805644;90
05.05.2023 17:54:49;7,090527;90
05.05.2023 17:54:49;7,1014951;90
05.05.2023 17:54:49;7,1134544;90
05.05.2023 17:54:49;7,123417;90
05.05.2023 17:54:49;7,1353772;90
05.05.2023 17:54:49;7,1463404;90
05.05.2023 17:54:49;7,1573038;90
05.05.2023 17:54:49;7,1682671;90
05.05.2023 17:54:49;7,1802313;90
05.05.2023 17:54:49;7,1901938;90
05.05.2023 17:54:49;7,201157;90
05.05.2023 17:54:49;7,2141172;90
05.05.2023 17:54:49;7,2240802;90
05.05.2023 17:54:49;7,2350436;90
05.05.2023 17:54:49;7,2470076;90
05.05.2023 17:54:49;7,2569703;90
05.05.2023 17:54:49;7,2679378;90
05.05.2023 17:54:49;7,2798983;90
05.05.2023 17:54:49;7,2908569;90
05.05.2023 17:54:49;7,3018202;90
05.05.2023 17:54:49;7,3127839;90
05.05.2023 17:54:49;7,3237468;90
05.05.2023 17:54:49;7,3347144;90
05.05.2023 17:54:49;7,3466738;90
05.05.2023 17:54:49;7,3566407;90
05.05.2023 17:54:49;7,3676003;90
05.05.2023 17:54:49;7,3795643;90
05.05.2023 17:54:49;7,3905236;90
05.05.2023 17:54:49;7,4014908;90
05.05.2023 17:54:49;7,4134468;90
05.05.2023 17:54:49;7,4234176;90
05.05.2023 17:54:49;7,4350292;90
05.05.2023 17:54:49;7,4459913;90
05.05.2023 17:54:49;7,4569546;90
05.05.2023 17:54:49;7,4679232;90
05.05.2023 17:54:49;7,4808748;90
05.05.2023 17:54:49;7,4898441;90
05.05.2023 17:54:49;7,5018041;90
05.05.2023 17:54:49;7,5127679;90
05.05.2023 17:54:49;7,5237308;90
05.05.2023 17:54:49;7,5346945;90
05.05.2023 17:54:49;7,5466586;90
05.05.2023 17:54:49;7,5566251;90
05.05.2023 17:54:49;7,5675847;90
05.05.2023 17:54:49;7,5795485;90
05.05.2023 17:54:49;7,5905078;90
05.05.2023 17:54:49;7,6014711;90
05.05.2023 17:54:49;7,6134359;90
05.05.2023 17:54:49;7,6233974;90
05.05.2023 17:54:49;7,6343618;90
05.05.2023 17:54:49;7,6463252;90
05.05.2023 17:54:49;7,6573211;90
05.05.2023 17:54:49;7,668285;90
05.05.2023 17:54:50;7,6792483;90
05.05.2023 17:54:50;7,6902116;90
05.05.2023 17:54:50;7,701175;90
05.05.2023 17:54:50;7,7131391;90
05.05.2023 17:54:50;7,7231016;90
05.05.2023 17:54:50;7,7350629;90
05.05.2023 17:54:50;7,7470253;90
05.05.2023 17:54:50;7,7569884;90
05.05.2023 17:54:50;7,7679521;90
05.05.2023 17:54:50;7,779911;90
05.05.2023 17:54:50;7,7908749;90
05.05.2023 17:54:50;7,8008413;90
05.05.2023 17:54:50;7,812801;90
05.05.2023 17:54:50;7,8237649;90
05.05.2023 17:54:50;7,8347282;90
05.05.2023 17:54:50;7,8456916;90
05.05.2023 17:54:50;7,8562346;90
05.05.2023 17:54:50;7,8681953;90
05.05.2023 17:54:50;7,8801553;90
05.05.2023 17:54:50;7,8901217;90
05.05.2023 17:54:50;7,9020818;90
05.05.2023 17:54:50;7,9130449;90
05.05.2023 17:54:50;7,9230117;90
05.05.2023 17:54:50;7,9339751;90
05.05.2023 17:54:50;7,9459356;90
05.05.2023 17:54:50;7,9564446;90
05.05.2023 17:54:50;7,9674083;90
05.05.2023 17:54:50;7,9793683;90
05.05.2023 17:54:50;7,9903315;90
05.05.2023 17:54:50;8,0012949;90
05.05.2023 17:54:50;8,013255;90
05.05.2023 17:54:50;8,0232226;90
05.05.2023 17:54:50;8,0341888;90
05.05.2023 17:54:50;8,0461491;90
05.05.2023 17:54:50;8,0567156;90
05.05.2023 17:54:50;8,0676844;90
05.05.2023 17:54:50;8,0796427;90
05.05.2023 17:54:50;8,0896055;90
05.05.2023 17:54:50;8,1005687;90
05.05.2023 17:54:50;8,1125287;90
05.05.2023 17:54:50;8,123492;90
05.05.2023 17:54:50;8,1344547;90
05.05.2023 17:54:50;8,1464195;90
05.05.2023 17:54:50;8,1563817;90
05.05.2023 17:54:50;8,1673453;90
05.05.2023 17:54:50;8,1793054;90
05.05.2023 17:54:50;8,1902685;90
05.05.2023 17:54:50;8,201232;90
05.05.2023 17:54:50;8,2131974;90
05.05.2023 17:54:50;8,2231623;90
05.05.2023 17:54:50;8,2341255;90
05.05.2023 17:54:50;8,246082;90
05.05.2023 17:54:50;8,2555645;91
05.05.2023 17:54:50;8,2665315;91
05.05.2023 17:54:50;8,2794846;91
05.05.2023 17:54:50;8,2884545;91
05.05.2023 17:54:50;8,3004145;91
05.05.2023 17:54:50;8,3113776;91
05.05.2023 17:54:50;8,3223413;90
05.05.2023 17:54:50;8,3333044;90
05.05.2023 17:54:50;8,3452648;90
05.05.2023 17:54:50;8,3552349;90
05.05.2023 17:54:50;8,3671912;90
05.05.2023 17:54:50;8,3781545;90
05.05.2023 17:54:50;8,3891177;90
05.05.2023 17:54:50;8,4000811;90
05.05.2023 17:54:50;8,4120407;90
05.05.2023 17:54:50;8,4220074;90
05.05.2023 17:54:50;8,4335381;90
05.05.2023 17:54:50;8,4445015;90
05.05.2023 17:54:50;8,4554649;90
05.05.2023 17:54:50;8,4664326;90
05.05.2023 17:54:50;8,4783892;90
05.05.2023 17:54:50;8,4883549;90
05.05.2023 17:54:50;8,5003156;90
05.05.2023 17:54:50;8,5112781;90
05.05.2023 17:54:50;8,5222414;90
05.05.2023 17:54:50;8,5332047;90
05.05.2023 17:54:50;8,5451646;90
05.05.2023 17:54:50;8,5551313;90
05.05.2023 17:54:50;8,5670913;90
05.05.2023 17:54:50;8,5780583;90
05.05.2023 17:54:50;8,589018;90
05.05.2023 17:54:50;8,5999809;90
05.05.2023 17:54:50;8,611941;90
05.05.2023 17:54:50;8,621912;90
05.05.2023 17:54:50;8,6338683;90
05.05.2023 17:54:50;8,6448313;90
05.05.2023 17:54:50;8,6557948;90
05.05.2023 17:54:50;8,6667579;90
05.05.2023 17:54:51;8,6792796;90
05.05.2023 17:54:51;8,6892505;90
05.05.2023 17:54:51;8,7002095;90
05.05.2023 17:54:51;8,7121694;90
05.05.2023 17:54:51;8,7231329;90
05.05.2023 17:54:51;8,7350927;89
05.05.2023 17:54:51;8,7460574;90
05.05.2023 17:54:51;8,7560265;90
05.05.2023 17:54:51;8,7669861;90
05.05.2023 17:54:51;8,7789501;90
05.05.2023 17:54:51;8,7899095;90
05.05.2023 17:54:51;8,8008724;90
05.05.2023 17:54:51;8,8128368;90
05.05.2023 17:54:51;8,8227989;90
05.05.2023 17:54:51;8,8337664;90
05.05.2023 17:54:51;8,845727;90
05.05.2023 17:54:51;8,8566896;90
05.05.2023 17:54:51;8,8676496;90
05.05.2023 17:54:51;8,8786126;90
05.05.2023 17:54:51;8,8895801;90
05.05.2023 17:54:51;8,9005389;90
05.05.2023 17:54:51;8,9124991;90
05.05.2023 17:54:51;8,9224655;90
05.05.2023 17:54:51;8,9340162;90
05.05.2023 17:54:51;8,9459756;90
05.05.2023 17:54:51;8,9559467;90
05.05.2023 17:54:51;8,9669057;90
05.05.2023 17:54:51;8,97887;90
05.05.2023 17:54:51;8,9898295;90
05.05.2023 17:54:51;9,0007928;90
05.05.2023 17:54:51;9,011756;90
05.05.2023 17:54:51;9,0227195;90
05.05.2023 17:54:51;9,0336827;90
05.05.2023 17:54:51;9,0456466;90
05.05.2023 17:54:51;9,0556096;90
05.05.2023 17:54:51;9,0675694;90
05.05.2023 17:54:51;9,0795334;90
05.05.2023 17:54:51;9,089496;90
05.05.2023 17:54:51;9,1004631;90
05.05.2023 17:54:51;9,1124191;90
05.05.2023 17:54:51;9,1223857;90
05.05.2023 17:54:51;9,1343459;90
05.05.2023 17:54:51;9,1453093;90
05.05.2023 17:54:51;9,1562726;90
05.05.2023 17:54:51;9,167236;90
05.05.2023 17:54:51;9,1791959;90
05.05.2023 17:54:51;9,1891622;90
05.05.2023 17:54:51;9,2001256;90
05.05.2023 17:54:51;9,2130824;90
05.05.2023 17:54:51;9,2230505;90
05.05.2023 17:54:51;9,2340126;90
05.05.2023 17:54:51;9,2459767;90
05.05.2023 17:54:51;9,2559391;90
05.05.2023 17:54:51;9,2669026;90
05.05.2023 17:54:51;9,2788624;90
05.05.2023 17:54:51;9,2898253;90
05.05.2023 17:54:51;9,3007892;90
05.05.2023 17:54:51;9,3117561;90
05.05.2023 17:54:51;9,3257096;88
05.05.2023 17:54:51;9,3336788;90
05.05.2023 17:54:51;9,3456442;90
05.05.2023 17:54:51;9,3561984;90
05.05.2023 17:54:51;9,3671618;90
05.05.2023 17:54:51;9,3791259;90
05.05.2023 17:54:51;9,3900848;90
05.05.2023 17:54:51;9,4000517;90
05.05.2023 17:54:51;9,4120113;90
05.05.2023 17:54:51;9,4229755;90
05.05.2023 17:54:51;9,433938;90
