timediff; x; y; z; forward_x; forward_y; forward_z
25,7574178;0;0;0;0;0;1
25,9808056;0;0;0;0;0;1
26,2464979;0;0;0;0;0;1
26,5141638;0;0;0;0;0;1
26,7354351;0;0;0;0;0;1
27,0017254;0;0;0;0;0;1
27,2685617;0;0;0;0;0;1
27,5388816;0;0;0;0;0;1
27,6898028;0;0;0;0;0;1
27,9681234;0;0;0;0;0;1
28,2369907;0;0;0;0;0;1
28,482692;0;0;0;0;0;1
28,6558714;0;0;0;0;0;1
28,922811;0;0;0;0;0;1
29,189236;0;0;0;0;0;1
29,4224557;0;0;0;0;0;1
29,6671165;0;0;0;0;0;1
29,934108;0;0;0;0;0;1
30,2009153;0;0;0;0;0;1
30,4225379;0;0;0;0;0;1
30,6889427;0;0;0;0;0;1
30,9561193;0;0;0;0;0;1
31,1999667;0;0;0;0;0;1
31,4337428;0;0;0;0;0;1
31,6998627;0;0;0;0;0;1
31,9672781;0;0;0;0;0;1
32,1778526;0;0;0;0;0;1
32,4441552;0;0;0;0;0;1
32,7108399;0;0;0;0;0;1
32,9662798;0;0;0;0;0;1
33,199318;0;0;0;0;0;1
33,4661216;0;0;0;0;0;1
33,731865;0;0;0;0;0;1
33,9542455;0;0;0;0;0;1
34,2236599;0;0;0;0;0;1
34,4869252;0;0;0;0;0;1
34,7429447;0;0;0;0;0;1
34,988028;0;0;0;0;0;1
35,2539782;0;0;0;0;0;1
35,5210935;0;0;0;0;0;1
35,7874741;0;0;0;0;0;1
36,0535867;0;0;0;0;0;1
36,3199054;0;0;0;0;0;1
36,6751154;0;0;0;0;0;1
37,0760687;0;0;0;0;0;1
37,35341;0;0;0;0;0;1
37,619189;0;0;0;0;0;1
37,8859851;0;0;0;0;0;1
38,152711;0;0;0;0;0;1
38,4200086;0;0;0;0;0;1
38,6405954;0;0;0;0;0;1
38,9076869;0;0;0;0;0;1
39,1741918;0;0;0;0;0;1
39,4411513;0;0;0;0;0;1
39,6634115;0;0;0;0;0;1
39,9292391;0;0;0;0;0;1
40,1961511;0;0;0;0;0;1
40,4177485;0;0;0;0;0;1
40,6856846;0;0;0;0;0;1
40,9518782;0;0;0;0;0;1
41,2173883;0;0;0;0;0;1
41,4398244;0;0;0;0;0;1
41,7068606;0;0;0;0;0;1
41,9730972;0;0;0;0;0;1
42,1949941;0;0;0;0;0;1
42,4616933;0;0;0;0;0;1
42,7289205;0;0;0;0;0;1
42,9954137;0;0;0;0;0;1
43,2173739;0;0;0;0;0;1
43,4830749;0;0;0;0;0;1
