timediff; x; y; z; forward_x; forward_y; forward_zM; collision
19,3840825;0;0;0;0;0;1;0
19,4378983;0;0;0;0;0;1;0
19,516157;0;0;0;0;0;1;0
19,5709738;0;0;0;0;0;1;0
19,6502684;0;0;0;0;0;1;0
19,7040844;0;0;0;0;0;1;0
19,7823663;0;0;0;0;0;1;0
19,837195;0;0;0;0;0;1;0
19,9175164;0;0;0;0;0;1;0
19,9703394;0;0;0;0;0;1;0
20,0496079;0;0;0;0;0;1;0
20,1034216;0;0;0;0;0;1;0
20,1837299;0;0;0;0;0;1;0
20,2365527;0;0;0;0;0;1;0
20,3162868;0;0;0;0;0;1;0
20,3701059;0;0;0;0;0;1;0
20,4504145;0;0;0;0;0;1;0
20,5032374;0;0;0;0;0;1;0
20,5700484;0;0;0;0;0;1;0
20,6373775;0;0;0;0;0;1;0
20,7049942;0;0;0;0;0;1;0
20,7699498;0;0;0;0;0;1;0
20,8362674;0;0;0;0;0;1;0
20,903044;0;0;0;0;0;1;0
20,9713847;0;0;0;0;0;1;0
21,0371644;0;0;0;0;0;1;0
21,1055185;0;0;0;0;0;1;0
21,1739972;0;0;0;0;0;1;0
21,2429187;0;0;0;0;0;1;0
21,2848658;0;0;0;0;0;1;0
21,3267257;0;0;0;0;0;1;0
21,370589;0;0;0;0;0;1;0
21,4154387;0;0;0;0;0;1;0
21,4921876;0;0;0;0;0;1;0
21,5589627;0;0;0;0;0;1;0
21,625692;0;0;0;0;0;1;0
21,6934694;0;0;0;0;0;1;0
21,7584769;0;0;0;0;0;1;0
21,8252537;0;0;0;0;0;1;0
21,8920336;0;0;0;0;0;1;0
21,9608014;0;0;0;0;0;1;0
22,0261577;0;0;0;0;0;1;0
22,0929335;0;0;0;0;0;1;0
22,1594497;0;0;0;0;0;1;0
22,2042951;0;0;0;0;0;1;0
22,2591116;0;0;0;0;0;1;0
22,3029647;0;0;0;0;0;1;0
22,3807046;0;0;0;0;0;1;0
22,4484782;0;0;0;0;0;1;0
22,5144933;0;0;0;0;0;1;0
22,5812699;0;0;0;0;0;1;0
22,6470536;0;0;0;0;0;1;0
22,7148288;0;0;0;0;0;1;0
22,780603;0;0;0;0;0;1;0
22,8473834;0;0;0;0;0;1;0
22,9141561;0;0;0;0;0;1;0
22,9819295;0;0;0;0;0;1;0
23,0477094;0;0;0;0;0;1;0
23,0915621;0;0;0;0;0;1;0
23,1473759;0;0;0;0;0;1;0
23,1922315;0;0;0;0;0;1;0
23,2696386;0;0;0;0;0;1;0
23,3364158;0;0;0;0;0;1;0
23,4022;0;0;0;0;0;1;0
23,4699728;0;0;0;0;0;1;0
23,5367458;0;0;0;0;0;1;0
23,6025404;0;0;0;0;0;1;0
23,6690088;0;0;0;0;0;1;0
23,7377787;0;0;0;0;0;1;0
23,803147;0;0;0;0;0;1;0
23,8704645;0;0;0;0;0;1;0
23,937241;0;0;0;0;0;1;0
23,982092;0;0;0;0;0;1;0
24,0236314;0;0;0;0;0;1;0
24,0804375;0;0;0;0;0;1;0
24,1472271;0;0;0;0;0;1;0
24,2145214;0;0;0;0;0;1;0
24,2803108;0;0;0;0;0;1;0
24,3470872;0;0;0;0;0;1;0
24,412867;0;0;0;0;0;1;0
24,4811738;0;0;0;0;0;1;0
24,5469491;0;0;0;0;0;1;0
24,6133666;0;0;0;0;0;1;0
24,6811713;0;0;0;0;0;1;0
24,7489483;0;0;0;0;0;1;0
24,8137304;0;0;0;0;0;1;0
24,8685562;0;0;0;0;0;1;0
24,912422;0;0;0;0;0;1;0
24,9702396;0;0;0;0;0;1;0
25,0350217;0;0;0;0;0;1;0
25,101802;0;0;0;0;0;1;0
25,1685742;0;0;0;0;0;1;0
25,2363517;0;0;0;0;0;1;0
25,3021743;0;0;0;0;0;1;0
25,3689503;0;0;0;0;0;1;0
25,4347301;0;0;0;0;0;1;0
25,503523;0;0;0;0;0;1;0
25,5683051;0;0;0;0;0;1;0
25,6350967;0;0;0;0;0;1;0
25,7018689;0;0;0;0;0;1;0
25,7584144;0;0;0;0;0;1;0
25,8012711;0;0;0;0;0;1;0
25,8461216;0;0;0;0;0;1;0
25,9134689;0;0;0;0;0;1;0
25,9807689;0;0;0;0;0;1;0
26,0461482;0;0;0;0;0;1;0
26,1129348;0;0;0;0;0;1;0
26,1787147;0;0;0;0;0;1;0
26,2464985;0;0;0;0;0;1;0
26,3123106;0;0;0;0;0;1;0
26,3790885;0;0;0;0;0;1;0
26,4458639;0;0;0;0;0;1;0
26,5141677;0;0;0;0;0;1;0
26,5799443;0;0;0;0;0;1;0
26,6457242;0;0;0;0;0;1;0
26,6905756;0;0;0;0;0;1;0
26,7354357;0;0;0;0;0;1;0
26,8012151;0;0;0;0;0;1;0
26,8680057;0;0;0;0;0;1;0
26,9337854;0;0;0;0;0;1;0
27,0027216;0;0;0;0;0;1;0
27,0675008;0;0;0;0;0;1;0
27,1342778;0;0;0;0;0;1;0
27,2010545;0;0;0;0;0;1;0
27,2685615;0;0;0;0;0;1;0
27,3349063;0;0;0;0;0;1;0
27,4033349;0;0;0;0;0;1;0
27,4711086;0;0;0;0;0;1;0
27,5388863;0;0;0;0;0;1;0
27,5697786;0;0;0;0;0;1;0
27,6110663;0;0;0;0;0;1;0
27,6559174;0;0;0;0;0;1;0
27,6908061;0;0;0;0;0;1;0
27,7672863;0;0;0;0;0;1;0
27,8340592;0;0;0;0;0;1;0
27,9003545;0;0;0;0;0;1;0
27,968124;0;0;0;0;0;1;0
28,0339035;0;0;0;0;0;1;0
28,1012596;0;0;0;0;0;1;0
28,1670432;0;0;0;0;0;1;0
28,2369945;0;0;0;0;0;1;0
28,3047127;0;0;0;0;0;1;0
28,3714887;0;0;0;0;0;1;0
28,437838;0;0;0;0;0;1;0
28,4836853;0;0;0;0;0;1;0
28,5221563;0;0;0;0;0;1;0
28,5550461;0;0;0;0;0;1;0
28,6001008;0;0;0;0;0;1;0
28,656868;0;0;0;0;0;1;0
28,7222127;0;0;0;0;0;1;0
28,7889892;0;0;0;0;0;1;0
28,8557768;0;0;0;0;0;1;0
28,9238083;0;0;0;0;0;1;0
28,9923545;0;0;0;0;0;1;0
29,0557057;0;0;0;0;0;1;0
29,1224595;0;0;0;0;0;1;0
29,1902325;0;0;0;0;0;1;0
29,2550157;0;0;0;0;0;1;0
29,3217974;0;0;0;0;0;1;0
29,3776058;0;0;0;0;0;1;0
29,4234526;0;0;0;0;0;1;0
29,4663089;0;0;0;0;0;1;0
29,5330011;0;0;0;0;0;1;0
29,60034;0;0;0;0;0;1;0
29,6681172;0;0;0;0;0;1;0
29,7329097;0;0;0;0;0;1;0
29,7998558;0;0;0;0;0;1;0
29,8666324;0;0;0;0;0;1;0
29,9341075;0;0;0;0;0;1;0
29,9995846;0;0;0;0;0;1;0
30,0663542;0;0;0;0;0;1;0
30,1331422;0;0;0;0;0;1;0
30,2009159;0;0;0;0;0;1;0
30,266435;0;0;0;0;0;1;0
30,3102888;0;0;0;0;0;1;0
30,3541416;0;0;0;0;0;1;0
30,4235308;0;0;0;0;0;1;0
30,4883139;0;0;0;0;0;1;0
30,5551007;0;0;0;0;0;1;0
30,6211733;0;0;0;0;0;1;0
30,6894876;0;0;0;0;0;1;0
30,7552602;0;0;0;0;0;1;0
30,8210441;0;0;0;0;0;1;0
30,8878167;0;0;0;0;0;1;0
30,9561234;0;0;0;0;0;1;0
31,0218993;0;0;0;0;0;1;0
31,0886763;0;0;0;0;0;1;0
31,1551174;0;0;0;0;0;1;0
31,2009633;0;0;0;0;0;1;0
31,2428286;0;0;0;0;0;1;0
31,2872331;0;0;0;0;0;1;0
31,3649768;0;0;0;0;0;1;0
31,433743;0;0;0;0;0;1;0
31,4995225;0;0;0;0;0;1;0
31,5653135;0;0;0;0;0;1;0
31,6320893;0;0;0;0;0;1;0
31,6998627;0;0;0;0;0;1;0
31,7652387;0;0;0;0;0;1;0
31,8317318;0;0;0;0;0;1;0
31,8995052;0;0;0;0;0;1;0
31,9672835;0;0;0;0;0;1;0
32,0330589;0;0;0;0;0;1;0
32,0769115;0;0;0;0;0;1;0
32,1320061;0;0;0;0;0;1;0
32,1778565;0;0;0;0;0;1;0
32,2431482;0;0;0;0;0;1;0
32,3095825;0;0;0;0;0;1;0
32,3763715;0;0;0;0;0;1;0
32,4441557;0;0;0;0;0;1;0
32,5099354;0;0;0;0;0;1;0
32,5764267;0;0;0;0;0;1;0
32,6432034;0;0;0;0;0;1;0
32,7108341;0;0;0;0;0;1;0
32,777261;0;0;0;0;0;1;0
32,8436563;0;0;0;0;0;1;0
32,9105261;0;0;0;0;0;1;0
32,9662809;0;0;0;0;0;1;0
33,0091286;0;0;0;0;0;1;0
33,0649417;0;0;0;0;0;1;0
33,1315486;0;0;0;0;0;1;0
33,2003156;0;0;0;0;0;1;0
33,2650979;0;0;0;0;0;1;0
33,3315639;0;0;0;0;0;1;0
33,4003337;0;0;0;0;0;1;0
33,4661226;0;0;0;0;0;1;0
33,5319015;0;0;0;0;0;1;0
33,5993088;0;0;0;0;0;1;0
33,6640915;0;0;0;0;0;1;0
33,7328617;0;0;0;0;0;1;0
33,7991913;0;0;0;0;0;1;0
33,8530107;0;0;0;0;0;1;0
33,897436;0;0;0;0;0;1;0
33,9552428;0;0;0;0;0;1;0
34,0203278;0;0;0;0;0;1;0
34,0871046;0;0;0;0;0;1;0
34,1528931;0;0;0;0;0;1;0
34,2236594;0;0;0;0;0;1;0
34,2860561;0;0;0;0;0;1;0
34,3533676;0;0;0;0;0;1;0
34,4201441;0;0;0;0;0;1;0
34,4879182;0;0;0;0;0;1;0
34,5528735;0;0;0;0;0;1;0
34,6196492;0;0;0;0;0;1;0
34,68601;0;0;0;0;0;1;0
34,7429449;0;0;0;0;0;1;0
34,7858015;0;0;0;0;0;1;0
34,8420026;0;0;0;0;0;1;0
34,908295;0;0;0;0;0;1;0
34,9880286;0;0;0;0;0;1;0
35,0414429;0;0;0;0;0;1;0
35,1199231;0;0;0;0;0;1;0
35,1747332;0;0;0;0;0;1;0
35,2539748;0;0;0;0;0;1;0
35,3077945;0;0;0;0;0;1;0
35,3865377;0;0;0;0;0;1;0
35,441359;0;0;0;0;0;1;0
35,5210926;0;0;0;0;0;1;0
35,5749168;0;0;0;0;0;1;0
35,6529285;0;0;0;0;0;1;0
35,7077453;0;0;0;0;0;1;0
35,787475;0;0;0;0;0;1;0
35,8412941;0;0;0;0;0;1;0
35,919034;0;0;0;0;0;1;0
35,9738506;0;0;0;0;0;1;0
36,0545844;0;0;0;0;0;1;0
36,1074069;0;0;0;0;0;1;0
36,1861429;0;0;0;0;0;1;0
36,2409601;0;0;0;0;0;1;0
36,3209031;0;0;0;0;0;1;0
36,374722;0;0;0;0;0;1;0
36,4743895;0;0;0;0;0;1;0
36,575063;0;0;0;0;0;1;0
36,6761092;0;0;0;0;0;1;0
36,7739971;0;0;0;0;0;1;0
36,8760655;0;0;0;0;0;1;0
36,9757467;0;0;0;0;0;1;0
37,0760694;0;0;0;0;0;1;0
37,1528152;0;0;0;0;0;1;0
37,2195915;0;0;0;0;0;1;0
37,2859782;0;0;0;0;0;1;0
37,3544069;0;0;0;0;0;1;0
37,4191898;0;0;0;0;0;1;0
37,4859774;0;0;0;0;0;1;0
37,5524124;0;0;0;0;0;1;0
37,6201864;0;0;0;0;0;1;0
37,6854812;0;0;0;0;0;1;0
37,7520134;0;0;0;0;0;1;0
37,8182123;0;0;0;0;0;1;0
37,8859853;0;0;0;0;0;1;0
37,9517773;0;0;0;0;0;1;0
38,0178108;0;0;0;0;0;1;0
38,0845911;0;0;0;0;0;1;0
38,152712;0;0;0;0;0;1;0
38,2185045;0;0;0;0;0;1;0
38,2850074;0;0;0;0;0;1;0
38,35211;0;0;0;0;0;1;0
38,4200085;0;0;0;0;0;1;0
38,4847918;0;0;0;0;0;1;0
38,5511837;0;0;0;0;0;1;0
38,5957326;0;0;0;0;0;1;0
38,6405949;0;0;0;0;0;1;0
38,707372;0;0;0;0;0;1;0
38,772931;0;0;0;0;0;1;0
38,8399134;0;0;0;0;0;1;0
38,9076909;0;0;0;0;0;1;0
38,9730927;0;0;0;0;0;1;0
39,0401244;0;0;0;0;0;1;0
39,1067653;0;0;0;0;0;1;0
39,1751885;0;0;0;0;0;1;0
39,2402408;0;0;0;0;0;1;0
39,3067652;0;0;0;0;0;1;0
39,3732025;0;0;0;0;0;1;0
39,4411521;0;0;0;0;0;1;0
39,4840073;0;0;0;0;0;1;0
39,5285109;0;0;0;0;0;1;0
39,5956381;0;0;0;0;0;1;0
39,6634119;0;0;0;0;0;1;0
39,7292012;0;0;0;0;0;1;0
39,7960695;0;0;0;0;0;1;0
39,8628455;0;0;0;0;0;1;0
39,9292439;0;0;0;0;0;1;0
39,9950227;0;0;0;0;0;1;0
40,0617956;0;0;0;0;0;1;0
40,1283676;0;0;0;0;0;1;0
40,1961512;0;0;0;0;0;1;0
40,2619738;0;0;0;0;0;1;0
40,3287581;0;0;0;0;0;1;0
40,3736002;0;0;0;0;0;1;0
40,4177486;0;0;0;0;0;1;0
40,4845214;0;0;0;0;0;1;0
40,5505513;0;0;0;0;0;1;0
40,6170532;0;0;0;0;0;1;0
40,685688;0;0;0;0;0;1;0
40,7500241;0;0;0;0;0;1;0
40,8168006;0;0;0;0;0;1;0
40,8841045;0;0;0;0;0;1;0
40,9518818;0;0;0;0;0;1;0
41,0169016;0;0;0;0;0;1;0
41,0831268;0;0;0;0;0;1;0
41,1509;0;0;0;0;0;1;0
41,2183847;0;0;0;0;0;1;0
41,2617855;0;0;0;0;0;1;0
41,3052804;0;0;0;0;0;1;0
41,3730489;0;0;0;0;0;1;0
41,4398252;0;0;0;0;0;1;0
41,5058433;0;0;0;0;0;1;0
41,5736173;0;0;0;0;0;1;0
41,6390878;0;0;0;0;0;1;0
41,7068604;0;0;0;0;0;1;0
41,7720005;0;0;0;0;0;1;0
41,8387724;0;0;0;0;0;1;0
41,9053229;0;0;0;0;0;1;0
41,9740883;0;0;0;0;0;1;0
42,0389301;0;0;0;0;0;1;0
42,1052988;0;0;0;0;0;1;0
42,150145;0;0;0;0;0;1;0
42,1949943;0;0;0;0;0;1;0
42,2617719;0;0;0;0;0;1;0
42,3271262;0;0;0;0;0;1;0
42,3949165;0;0;0;0;0;1;0
42,4626861;0;0;0;0;0;1;0
42,527063;0;0;0;0;0;1;0
42,5938394;0;0;0;0;0;1;0
42,6611473;0;0;0;0;0;1;0
42,7289244;0;0;0;0;0;1;0
42,7942625;0;0;0;0;0;1;0
42,8610808;0;0;0;0;0;1;0
42,9268611;0;0;0;0;0;1;0
42,9954134;0;0;0;0;0;1;0
43,040955;0;0;0;0;0;1;0
43,0828152;0;0;0;0;0;1;0
43,149592;0;0;0;0;0;1;0
43,2173741;0;0;0;0;0;1;0
43,2831537;0;0;0;0;0;1;0
43,3499302;0;0;0;0;0;1;0
43,4162934;0;0;0;0;0;1;0
43,4840665;0;0;0;0;0;1;0
43,5486694;0;0;0;0;0;1;0
43,6194329;0;0;0;0;0;1;0
43,6852135;0;0;0;0;0;1;0
