Participant;hit;position;series;hammer;left/righthanded; x [mm];y [mm];distance [mm];timecode
;;;;;;;;;
08;1;6;1;mittel;right;0,5683021;7,079751;7,102524;19.10.2023 15:54:54
08;2;6;1;mittel;right;3,453882;3,215479;4,718962;19.10.2023 15:54:55
08;3;6;1;mittel;right;2,417166;2,883174;3,762364;19.10.2023 15:54:56
08;4;6;1;mittel;right;2,772995;0,7149439;2,863677;19.10.2023 15:54:57
08;5;6;1;mittel;right;-37,82003;-6,841877;38,43392;19.10.2023 15:54:58
08;6;1;1;mittel;right;-8,969644;-8,599642;12,42612;19.10.2023 15:55:07
08;7;1;1;mittel;right;-5,214193;-1,930223;5,559997;19.10.2023 15:55:08
08;8;1;1;mittel;right;-10,9916;1,134461;11,04999;19.10.2023 15:55:09
08;9;1;1;mittel;right;-9,501994;2,214371;9,756605;19.10.2023 15:55:09
08;10;1;1;mittel;right;-3,491189;4,007677;5,315061;19.10.2023 15:55:10
08;11;1;1;mittel;right;0,294982;7,884764;7,89028;19.10.2023 15:55:11
08;12;4;1;mittel;right;-0,4737734;3,880794;3,909607;19.10.2023 15:55:17
08;13;4;1;mittel;right;-0,934676;-0,6523917;1,13984;19.10.2023 15:55:18
08;14;4;1;mittel;right;0,365407;0,826204;0,9034021;19.10.2023 15:55:19
08;15;4;1;mittel;right;-13,02028;-1,797393;13,14376;19.10.2023 15:55:20
08;16;4;1;mittel;right;14,83706;-7,072344;16,43644;19.10.2023 15:55:21
08;17;5;1;mittel;right;5,183403;-11,98861;13,06118;19.10.2023 15:55:30
08;18;5;1;mittel;right;12,50943;-10,73554;16,48446;19.10.2023 15:55:30
08;19;5;1;mittel;right;6,909523;-3,161585;7,598495;19.10.2023 15:55:31
08;20;5;1;mittel;right;12,92103;-7,025697;14,7076;19.10.2023 15:55:32
08;21;5;1;mittel;right;5,303031;-3,797433;6,522471;19.10.2023 15:55:33
08;22;5;1;mittel;right;8,828906;-4,392044;9,861015;19.10.2023 15:55:34
08;23;3;1;mittel;right;-6,74284;-9,427283;11,59049;19.10.2023 15:55:40
08;24;3;1;mittel;right;2,038062;7,358371;7,635399;19.10.2023 15:55:41
08;25;3;1;mittel;right;11,65479;0,9159231;11,69073;19.10.2023 15:55:42
08;26;3;1;mittel;right;3,476033;-1,278463;3,703684;19.10.2023 15:55:43
08;27;3;1;mittel;right;-40,2049;-11,99831;41,95704;19.10.2023 15:55:44
08;28;2;1;mittel;right;-8,202632;-7,459217;11,08707;19.10.2023 15:55:49
08;29;2;1;mittel;right;8,672824;10,07541;13,29405;19.10.2023 15:55:51
08;30;2;1;mittel;right;-17,39921;-0,07195562;17,39936;19.10.2023 15:55:52
08;31;2;1;mittel;right;-25,70553;3,643265;25,96243;19.10.2023 15:55:53
08;32;2;1;mittel;right;14,1713;-2,340845;14,36333;19.10.2023 15:55:54
08;33;2;1;mittel;right;16,30459;-5,554564;17,22478;19.10.2023 15:55:54
08;34;3;2;mittel;right;-1,530596;3,581454;3,894809;19.10.2023 15:57:18
08;35;3;2;mittel;right;8,175527;3,691894;8,970469;19.10.2023 15:57:18
08;36;3;2;mittel;right;3,403512;1,463625;3,704874;19.10.2023 15:57:19
08;37;3;2;mittel;right;11,23463;5,835629;12,65984;19.10.2023 15:57:20
08;38;3;2;mittel;right;-0,5500728;1,79899;1,881208;19.10.2023 15:57:21
08;39;1;2;mittel;right;-6,796421;10,49415;12,50274;19.10.2023 15:57:27
08;40;1;2;mittel;right;-9,294309;2,863019;9,725279;19.10.2023 15:57:28
08;41;1;2;mittel;right;-1,015784;7,200061;7,271361;19.10.2023 15:57:29
08;42;1;2;mittel;right;-0,2307568;2,357019;2,368288;19.10.2023 15:57:30
08;43;1;2;mittel;right;-1,723157;4,831953;5,130013;19.10.2023 15:57:30
08;44;2;2;mittel;right;3,696849;11,01522;11,61903;19.10.2023 15:57:35
08;45;2;2;mittel;right;0,2331347;5,245011;5,250189;19.10.2023 15:57:36
08;46;2;2;mittel;right;33,47329;-26,15009;42,47691;19.10.2023 15:57:38
08;47;4;2;mittel;right;-7,548659;-6,857937;10,1987;19.10.2023 15:57:49
08;48;4;2;mittel;right;30,08266;23,56453;38,21326;19.10.2023 15:57:50
08;49;4;2;mittel;right;17,36672;14,28619;22,48774;19.10.2023 15:57:50
08;50;4;2;mittel;right;13,43827;-6,369962;14,87156;19.10.2023 15:57:51
08;51;4;2;mittel;right;-86,95819;1,640804;86,97367;19.10.2023 15:57:52
08;52;4;2;mittel;right;16,19378;-18,35159;24,47487;19.10.2023 15:57:53
08;53;5;2;mittel;right;3,223397;-2,166669;3,883908;19.10.2023 15:58:02
08;54;5;2;mittel;right;6,879743;-9,856813;12,0203;19.10.2023 15:58:03
08;55;5;2;mittel;right;2,934114;-12,36157;12,70502;19.10.2023 15:58:04
08;56;5;2;mittel;right;7,326999;-10,72291;12,98713;19.10.2023 15:58:05
08;57;5;2;mittel;right;12,16021;-2,66235;12,44824;19.10.2023 15:58:06
08;58;6;2;mittel;right;1,936577;0,4094115;1,979381;19.10.2023 15:58:10
08;59;6;2;mittel;right;54,91242;-32,09597;63,60444;19.10.2023 15:58:11
08;60;6;2;mittel;right;19,6986;-14,19364;24,27951;19.10.2023 15:58:12
08;61;6;2;mittel;right;113,0064;-8,16138;113,3008;19.10.2023 15:58:13
08;62;6;2;mittel;right;88,72433;-1,695712;88,74054;19.10.2023 15:58:14
08;63;6;2;mittel;right;19,03201;-6,628856;20,15339;19.10.2023 15:58:45
