Participant;hit;position;series;x [mm];y [mm];distance [mm]
32,0;1,0;1,0;1,0;7,420000000000002;-0,0;7,420000000000002
32,0;2,0;1,0;1,0;2,9399999999999977;2,519999999999996;3,8722086720630084
32,0;3,0;1,0;1,0;1,1199999999999903;5,319999999999993;5,436616594905319
32,0;4,0;1,0;1,0;-8,399999999999991;6,859999999999999;10,845257027844008
32,0;6,0;2,0;1,0;-8,819999999999993;-0,980000000000004;8,874277435374662
32,0;7,0;2,0;1,0;5,460000000000008;0,14000000000000057;5,461794576876732
32,0;8,0;2,0;1,0;5,319999999999993;4,47999999999999;6,955055715089552
32,0;9,0;2,0;1,0;4,200000000000003;6,719999999999999;7,924544150927548
32,0;10,0;2,0;1,0;7,420000000000002;7,840000000000003;10,794535654672696
32,0;11,0;3,0;1,0;-0,980000000000004;3,5;3,6346113960092086
32,0;12,0;3,0;1,0;1,1199999999999903;-4,8999999999999915;5,026370459884538
32,0;13,0;3,0;1,0;4,340000000000018;5,739999999999995;7,196054474501989
32,0;14,0;3,0;1,0;12,319999999999993;8,120000000000005;14,755229581406041
32,0;15,0;3,0;1,0;-0,28000000000000114;1,5400000000000063;1,5652475842498592
32,0;16,0;4,0;1,0;0,5600000000000023;1,1200000000000045;1,2521980673998874
32,0;17,0;4,0;1,0;3,920000000000016;1,6800000000000068;4,2648329392838065
32,0;18,0;4,0;1,0;0,0;5,460000000000008;5,460000000000008
32,0;19,0;4,0;1,0;9,799999999999997;0,8400000000000034;9,835934119340163
32,0;20,0;4,0;1,0;5,599999999999994;-11,47999999999999;12,773034095311877
32,0;21,0;5,0;1,0;0,2799999999999869;0,4200000000000017;0,5047771785649527
32,0;22,0;5,0;1,0;1,6800000000000068;-4,340000000000018;4,653815638806524
32,0;23,0;5,0;1,0;1,4000000000000057;-6,019999999999996;6,1806472153003496
32,0;24,0;5,0;1,0;8,260000000000005;3,219999999999999;8,86543851143304
32,0;25,0;5,0;1,0;11,340000000000003;7,0;13,326499915581739
32,0;26,0;6,0;1,0;6,300000000000011;-1,6800000000000068;6,520153372429222
32,0;27,0;6,0;1,0;5,319999999999993;-0,8400000000000034;5,38590753726797
32,0;28,0;6,0;1,0;-0,8400000000000034;-2,1000000000000085;2,261769218996501
32,0;29,0;6,0;1,0;-3,0799999999999983;-5,319999999999993;6,147259552028035
32,0;30,0;6,0;1,0;3,3599999999999994;-8,680000000000007;9,307631277613016
32,0;31,0;1,0;2,0;1,2600000000000051;0,980000000000004;1,5962455951387997
32,0;32,0;1,0;2,0;3,3599999999999994;0,28000000000000114;3,371646482061842
32,0;33,0;1,0;2,0;0,0;4,6200000000000045;4,6200000000000045
32,0;34,0;1,0;2,0;11,340000000000003;-3,219999999999999;11,788299283611698
32,0;36,0;2,0;2,0;-0,28000000000000114;-1,8200000000000074;1,8414125013152343
32,0;37,0;2,0;2,0;3,3599999999999994;-3,500000000000014;4,851762566325777
32,0;38,0;2,0;2,0;2,799999999999997;-5,040000000000006;5,765552878952724
32,0;39,0;2,0;2,0;6,579999999999998;-0,8400000000000034;6,633400334669993
32,0;40,0;2,0;2,0;7,420000000000002;3,780000000000001;8,32735252045931
32,0;41,0;3,0;2,0;-0,28000000000000114;0,14000000000000057;0,31304951684997184
32,0;42,0;3,0;2,0;0,6999999999999886;-2,3799999999999955;2,4808063205337016
32,0;43,0;3,0;2,0;4,6200000000000045;-3,780000000000001;5,9693215694918
32,0;44,0;3,0;2,0;-0,980000000000004;-6,859999999999985;6,929646455628151
32,0;45,0;3,0;2,0;8,539999999999992;-13,299999999999997;15,805745790692693
32,0;46,0;4,0;2,0;7,279999999999987;6,300000000000011;9,627481498294346
32,0;47,0;4,0;2,0;7,699999999999989;1,960000000000008;7,945539629251109
32,0;48,0;4,0;2,0;3,920000000000016;-0,4200000000000017;3,9424357952920586
32,0;49,0;4,0;2,0;7,699999999999989;-3,0800000000000125;8,29315380298713
32,0;50,0;4,0;2,0;9,939999999999998;-7,699999999999989;12,573527746817907
32,0;51,0;5,0;2,0;5,88000000000001;-1,8200000000000074;6,155225422354581
32,0;52,0;5,0;2,0;4,200000000000003;-4,759999999999991;6,34803906730259
32,0;53,0;5,0;2,0;-1,5400000000000063;-6,300000000000011;6,485491500264275
32,0;54,0;5,0;2,0;10,219999999999999;-3,0800000000000125;10,674024545596664
32,0;55,0;5,0;2,0;11,340000000000003;4,8999999999999915;12,353363914335237
32,0;56,0;6,0;2,0;2,3799999999999955;0,28000000000000114;2,3964139876073123
32,0;57,0;6,0;2,0;4,759999999999991;-3,500000000000014;5,908265396882576
32,0;58,0;6,0;2,0;3,6400000000000006;-6,579999999999998;7,519707441117638
32,0;59,0;6,0;2,0;1,2600000000000051;-6,019999999999996;6,15044713821686
