Participant;hit;position;series;x [mm];y [mm];distance [mm]
18,0;1,0;1,0;1,0;-2,1000000000000085;-1,8200000000000074;2,7789206537791005
18,0;2,0;1,0;1,0;0,0;-1,1199999999999903;1,1199999999999903
18,0;3,0;1,0;1,0;1,2600000000000051;0,980000000000004;1,5962455951387997
18,0;4,0;1,0;1,0;-7,420000000000002;4,6200000000000045;8,740755116121264
18,0;5,0;1,0;1,0;-2,9399999999999977;-5,319999999999993;6,078322136905868
18,0;6,0;2,0;1,0;-0,7000000000000028;-3,3599999999999994;3,4321421881967535
18,0;7,0;2,0;1,0;-4,200000000000003;-6,019999999999996;7,340326968194263
18,0;8,0;2,0;1,0;-1,2600000000000051;5,040000000000006;5,1951130882782595
18,0;9,0;2,0;1,0;4,8999999999999915;1,960000000000008;5,277461510991809
18,0;11,0;3,0;1,0;5,88000000000001;3,219999999999999;6,70393914053522
18,0;12,0;3,0;1,0;-1,8199999999999932;-1,9599999999999937;2,674696244435983
18,0;13,0;3,0;1,0;-1,960000000000008;-3,780000000000001;4,257933771208759
18,0;14,0;3,0;1,0;-0,4200000000000017;-4,200000000000003;4,220947760870777
18,0;15,0;3,0;1,0;-0,28000000000000114;-7,560000000000002;7,565183408219528
18,0;16,0;4,0;1,0;-1,8199999999999932;8,260000000000005;8,458132181516204
18,0;17,0;4,0;1,0;2,660000000000011;-1,6800000000000068;3,1461087075942054
18,0;18,0;4,0;1,0;2,3799999999999955;-4,200000000000003;4,827463101878667
18,0;19,0;4,0;1,0;5,88000000000001;-6,719999999999999;8,929322482697112
18,0;20,0;4,0;1,0;9,379999999999995;-8,959999999999994;12,971738511086315
18,0;21,0;5,0;1,0;1,9599999999999937;-0,5600000000000023;2,03843076899854
18,0;22,0;5,0;1,0;-3,780000000000001;-5,319999999999993;6,526162731651728
18,0;23,0;5,0;1,0;0,2799999999999869;-4,6200000000000045;4,628477071348635
18,0;24,0;5,0;1,0;1,8200000000000074;-1,9599999999999937;2,6746962444359923
18,0;25,0;5,0;1,0;2,3799999999999955;-2,9399999999999977;3,782591704109758
18,0;26,0;6,0;1,0;1,6800000000000068;2,9399999999999977;3,3861482542853922
18,0;27,0;6,0;1,0;5,040000000000006;-0,2799999999999869;5,047771785649591
18,0;28,0;6,0;1,0;2,799999999999997;-1,539999999999992;3,1955594189437253
18,0;29,0;6,0;1,0;1,4000000000000057;-3,780000000000001;4,030930413688634
18,0;30,0;6,0;1,0;-7,0;-6,579999999999998;9,607101540006745
18,0;31,0;1,0;2,0;-6,719999999999999;8,399999999999991;10,757248718887178
18,0;32,0;1,0;2,0;-1,960000000000008;10,079999999999998;10,268787659699658
18,0;33,0;1,0;2,0;-0,8400000000000034;3,3599999999999994;3,463408725518835
18,0;34,0;1,0;2,0;-1,3999999999999915;2,239999999999995;2,64151471697584
18,0;35,0;1,0;2,0;-1,6800000000000068;-5,040000000000006;5,312626469082885
18,0;36,0;2,0;2,0;-0,7000000000000028;0,14000000000000057;0,7138627319029928
18,0;37,0;2,0;2,0;-2,6599999999999966;-0,980000000000004;2,83478394238432
18,0;38,0;2,0;2,0;-6,579999999999998;-0,0;6,579999999999998
18,0;39,0;2,0;2,0;-1,8199999999999932;-9,240000000000009;9,417536832951605
18,0;40,0;2,0;2,0;-2,9399999999999977;-10,780000000000001;11,173719165971553
18,0;41,0;3,0;2,0;-3,5;3,3599999999999994;4,8517625663257675
18,0;42,0;3,0;2,0;-0,28000000000000114;5,88000000000001;5,886662891656028
18,0;43,0;3,0;2,0;-0,8400000000000034;-3,920000000000016;4,008989897717395
18,0;44,0;3,0;2,0;3,219999999999999;1,6800000000000068;3,6319140959003993
18,0;45,0;3,0;2,0;3,6400000000000006;1,1200000000000045;3,808411742445926
18,0;46,0;4,0;2,0;-4,060000000000002;9,38000000000001;10,220958859128638
18,0;47,0;4,0;2,0;-2,799999999999997;-3,6400000000000006;4,592341450719882
18,0;48,0;4,0;2,0;-0,4200000000000017;-6,159999999999997;6,174301579935982
18,0;49,0;4,0;2,0;0,0;-3,500000000000014;3,500000000000014
18,0;50,0;4,0;2,0;0,4200000000000017;-1,8200000000000074;1,8678329689776942
18,0;51,0;5,0;2,0;1,1199999999999903;0,5600000000000023;1,2521980673998747
18,0;52,0;5,0;2,0;-1,2600000000000051;-5,040000000000006;5,1951130882782595
18,0;53,0;5,0;2,0;2,9399999999999977;6,579999999999998;7,206941098690898
18,0;54,0;5,0;2,0;7,420000000000002;-1,1199999999999903;7,504052238624142
18,0;55,0;5,0;2,0;1,1199999999999903;-3,920000000000016;4,076861537997103
18,0;56,0;6,0;2,0;0,8400000000000034;-3,219999999999999;3,3277620107213193
18,0;57,0;6,0;2,0;-4,8999999999999915;-4,47999999999999;6,639307192772438
18,0;58,0;6,0;2,0;-1,8199999999999932;-7,0;7,232731157730113
18,0;59,0;6,0;2,0;-0,8400000000000034;5,040000000000006;5,109520525450511
