Participant;hit;position;series;x [mm];y [mm];distance [mm]
1,0;1,0;1,0;1,0;1,8200000000000074;-3,500000000000014;3,94492078500952
1,0;2,0;1,0;1,0;3,0800000000000125;-7,840000000000003;8,423301015635149
1,0;3,0;1,0;1,0;-1,3999999999999915;-13,02000000000001;13,095052500849329
1,0;4,0;1,0;1,0;-0,14000000000000057;-18,059999999999988;18,06054262750706
1,0;5,0;1,0;1,0;0,2799999999999869;-21,42;21,421829987188303
1,0;6,0;2,0;1,0;1,6800000000000068;-11,059999999999988;11,186867300544856
1,0;7,0;2,0;1,0;11,059999999999988;-9,240000000000009;14,411842352732004
1,0;8,0;2,0;1,0;7,699999999999989;-13,579999999999998;15,611098616048768
1,0;9,0;2,0;1,0;6,719999999999999;-18,89999999999999;20,059122612916042
1,0;10,0;2,0;1,0;-6,859999999999999;-18,89999999999999;20,10645667441182
1,0;11,0;3,0;1,0;2,660000000000011;-5,040000000000006;5,698877082373344
1,0;12,0;3,0;1,0;-1,3999999999999915;-9,519999999999996;9,622390555366161
1,0;13,0;3,0;1,0;4,060000000000002;-9,66000000000001;10,478511344651979
1,0;14,0;3,0;1,0;6,859999999999985;-11,760000000000005;13,614595109660806
1,0;15,0;3,0;1,0;-2,239999999999995;-30,24000000000001;30,32284947032519
1,0;16,0;4,0;1,0;-3,6400000000000006;-0,4200000000000017;3,6641506519246727
1,0;17,0;4,0;1,0;-2,799999999999997;-6,019999999999996;6,639307192772446
1,0;18,0;4,0;1,0;8,260000000000005;-5,179999999999993;9,749871794028884
1,0;19,0;4,0;1,0;9,939999999999998;0,14000000000000057;9,940985866602968
1,0;20,0;4,0;1,0;2,240000000000009;-11,340000000000003;11,559117613382092
1,0;21,0;5,0;1,0;7,420000000000002;2,519999999999996;7,836249102727657
1,0;22,0;5,0;1,0;-7,0;-4,6200000000000045;8,38715684842009
1,0;23,0;5,0;1,0;-0,8400000000000034;-21,980000000000004;21,996045099062698
1,0;24,0;5,0;1,0;-7,280000000000001;-14,699999999999989;16,403914167051706
1,0;25,0;5,0;1,0;4,8999999999999915;7,280000000000001;8,775443008760295
1,0;26,0;6,0;1,0;3,920000000000016;-0,6999999999999886;3,982009542931823
1,0;27,0;6,0;1,0;5,319999999999993;8,260000000000005;9,82496819333274
1,0;28,0;6,0;1,0;1,1199999999999903;-8,959999999999994;9,029728678094369
1,0;29,0;6,0;1,0;16,24000000000001;0,14000000000000057;16,240603437064777
1,0;30,0;6,0;1,0;-13,019999999999996;-18,059999999999988;22,26396191157359
1,0;31,0;1,0;2,0;2,9399999999999977;-0,8400000000000034;3,0576461534978163
1,0;32,0;1,0;2,0;5,040000000000006;-5,040000000000006;7,1276363543604075
1,0;33,0;1,0;2,0;10,64;-7,699999999999989;13,13391030881511
1,0;34,0;1,0;2,0;5,179999999999993;-11,059999999999988;12,212943953036044
1,0;35,0;1,0;2,0;6,579999999999998;-24,78;25,63873631831335
1,0;36,0;2,0;2,0;3,3599999999999994;-2,519999999999996;4,1999999999999975
1,0;37,0;2,0;2,0;10,219999999999999;-5,319999999999993;11,521753338793532
1,0;38,0;2,0;2,0;3,500000000000014;-14,14;14,566729214205916
1,0;39,0;2,0;2,0;2,799999999999997;-25,19999999999999;25,355078386784754
1,0;40,0;2,0;2,0;-1,3999999999999915;-46,06;46,081271683841365
1,0;41,0;3,0;2,0;-0,7000000000000028;-9,799999999999997;9,824968193332738
1,0;42,0;3,0;2,0;4,47999999999999;-9,099999999999994;10,142997584540765
1,0;43,0;3,0;2,0;2,3799999999999955;-12,460000000000008;12,685267044883217
1,0;44,0;3,0;2,0;8,11999999999999;-13,859999999999985;16,063436743113208
1,0;45,0;3,0;2,0;15,539999999999992;-36,120000000000005;39,32106305785743
1,0;46,0;4,0;2,0;-0,7000000000000028;-1,2600000000000051;1,441388219738186
1,0;47,0;4,0;2,0;1,9599999999999937;-0,4200000000000017;2,004494948858684
1,0;48,0;4,0;2,0;1,2600000000000051;12,599999999999994;12,662843282612316
1,0;49,0;4,0;2,0;3,6400000000000006;-13,439999999999984;13,924194770255102
1,0;50,0;4,0;2,0;18,200000000000003;-3,219999999999999;18,48265132495877
1,0;51,0;5,0;2,0;3,0800000000000125;-1,539999999999992;3,443544685349684
1,0;52,0;5,0;2,0;5,599999999999994;2,6599999999999966;6,199645151135662
1,0;53,0;5,0;2,0;2,3799999999999955;-8,539999999999992;8,865438511433027
1,0;54,0;5,0;2,0;0,6999999999999886;-9,939999999999998;9,964617403593573
1,0;55,0;5,0;2,0;16,24000000000001;-5,179999999999993;17,046113926640295
