Participant;hit;position;series;x [mm];y [mm];distance [mm]
2,0;1,0;1,0;1,0;-3,5;-6,019999999999996;6,9635048646496935
2,0;2,0;1,0;1,0;7,560000000000002;-2,519999999999996;7,968939703624317
2,0;3,0;1,0;1,0;10,080000000000013;1,5400000000000063;10,196960331392892
2,0;4,0;1,0;1,0;13,579999999999998;-3,920000000000016;14,134454358057125
2,0;5,0;1,0;1,0;5,599999999999994;-13,719999999999999;14,818852857087146
2,0;6,0;2,0;1,0;3,500000000000014;-0,0;3,500000000000014
2,0;7,0;2,0;1,0;6,719999999999999;3,780000000000001;7,710175095288044
2,0;8,0;2,0;1,0;11,059999999999988;3,6400000000000006;11,643590511521767
2,0;9,0;2,0;1,0;9,799999999999997;-11,620000000000005;15,200802610388704
2,0;10,0;2,0;1,0;16,24000000000001;-1,539999999999992;16,31285382758027
2,0;11,0;3,0;1,0;4,6200000000000045;-7,279999999999987;8,622227090491172
2,0;12,0;3,0;1,0;11,620000000000005;-9,099999999999994;14,759214071216665
2,0;13,0;3,0;1,0;16,66000000000001;-1,8200000000000074;16,75911692184288
2,0;14,0;3,0;1,0;11,620000000000005;0,7000000000000028;11,641065243352951
2,0;15,0;3,0;1,0;6,719999999999999;7,559999999999988;10,114939446185518
2,0;16,0;4,0;1,0;0,5600000000000023;-4,6200000000000045;4,65381563880651
2,0;17,0;4,0;1,0;3,6400000000000006;3,780000000000001;5,247666147917569
2,0;18,0;4,0;1,0;6,859999999999985;-2,1000000000000085;7,174231666178604
2,0;19,0;4,0;1,0;6,859999999999985;2,3799999999999955;7,261129388738351
2,0;20,0;4,0;1,0;10,219999999999999;7,700000000000003;12,796030634536635
2,0;21,0;5,0;1,0;11,059999999999988;4,340000000000003;11,88104372519518
2,0;22,0;5,0;1,0;3,780000000000001;-0,2799999999999869;3,7903561837906476
2,0;23,0;5,0;1,0;0,980000000000004;-8,11999999999999;8,178924134627968
2,0;24,0;5,0;1,0;-5,739999999999995;-5,88000000000001;8,217177130864348
2,0;25,0;5,0;1,0;-4,47999999999999;-0,980000000000004;4,585935019164567
2,0;26,0;6,0;1,0;-0,4200000000000017;-6,300000000000011;6,313984478916633
2,0;27,0;6,0;1,0;5,460000000000008;-9,799999999999997;11,218359951436753
2,0;28,0;6,0;1,0;7,840000000000003;-13,579999999999998;15,680624987544343
2,0;29,0;6,0;1,0;16,939999999999998;-2,240000000000009;17,08745738838871
2,0;30,0;6,0;1,0;0,14000000000001478;-13,02000000000001;13,020752666416803
2,0;31,0;1,0;2,0;4,47999999999999;4,340000000000003;6,237467434784725
2,0;32,0;1,0;2,0;3,6400000000000006;-0,4200000000000017;3,6641506519246727
2,0;33,0;1,0;2,0;0,6999999999999886;-3,780000000000001;3,8442684609688738
2,0;34,0;1,0;2,0;10,219999999999999;-2,799999999999997;10,596622103293104
2,0;35,0;1,0;2,0;7,560000000000002;-15,539999999999992;17,28135411361042
2,0;36,0;2,0;2,0;-1,5400000000000063;-4,47999999999999;4,737298808392809
2,0;37,0;2,0;2,0;3,920000000000016;-12,600000000000009;13,195696268101972
2,0;38,0;2,0;2,0;12,600000000000009;-3,920000000000016;13,195696268101972
2,0;39,0;2,0;2,0;6,019999999999996;-0,8400000000000034;6,0783221369058715
2,0;40,0;2,0;2,0;5,040000000000006;-1,6800000000000068;5,312626469082885
2,0;41,0;3,0;2,0;5,460000000000008;-0,8400000000000034;5,524237503945689
2,0;42,0;3,0;2,0;5,88000000000001;-1,9599999999999937;6,198064213930031
2,0;43,0;3,0;2,0;-0,4200000000000017;6,719999999999999;6,733112207590186
2,0;44,0;3,0;2,0;8,11999999999999;3,3599999999999994;8,787718702826112
2,0;45,0;3,0;2,0;4,6200000000000045;-18,200000000000003;18,77723089275946
2,0;46,0;4,0;2,0;-0,4200000000000017;3,5;3,5251099273639683
2,0;47,0;4,0;2,0;4,8999999999999915;1,960000000000008;5,277461510991809
2,0;48,0;4,0;2,0;5,319999999999993;-1,4000000000000057;5,501127157228775
2,0;49,0;4,0;2,0;4,6200000000000045;3,780000000000001;5,9693215694918
2,0;50,0;4,0;2,0;4,759999999999991;7,840000000000003;9,17187003832915
2,0;51,0;5,0;2,0;-1,1200000000000045;-5,040000000000006;5,162944896084024
2,0;52,0;5,0;2,0;-0,14000000000000057;-6,859999999999985;6,861428422711979
2,0;53,0;5,0;2,0;8,260000000000005;-0,4200000000000017;8,270671073135485
2,0;54,0;5,0;2,0;10,920000000000016;1,8199999999999932;11,070627805142776
2,0;55,0;5,0;2,0;2,9399999999999977;-8,539999999999992;9,031899025122007
2,0;56,0;6,0;2,0;3,0800000000000125;-2,799999999999997;4,162499249249189
2,0;57,0;6,0;2,0;3,0800000000000125;-6,300000000000011;7,012588680366203
2,0;58,0;6,0;2,0;2,9399999999999977;-8,959999999999994;9,430015906667384
2,0;59,0;6,0;2,0;10,36;-4,060000000000002;11,127137996807624
2,0;60,0;6,0;2,0;12,040000000000006;-7,0;13,9270097292994
