,Participant,hit,position,series,x,y,distance,mode,Hammer
29,9.0,30.0,6.0,1.0,2.660000000000011,-10.080000000000013,10.425065947033636,Real,schwer
30,9.0,31.0,1.0,2.0,1.539999999999992,2.519999999999996,2.9533032353620503,Real,leicht
31,9.0,32.0,1.0,2.0,1.2600000000000051,-6.439999999999984,6.562103321344446,Real,leicht
32,9.0,33.0,1.0,2.0,1.4000000000000057,0.5600000000000023,1.5078461459976673,Real,leicht
33,9.0,34.0,1.0,2.0,1.9599999999999935,3.640000000000001,4.13415045686535,Real,leicht
34,9.0,35.0,1.0,2.0,2.660000000000011,2.799999999999997,3.8620719827574472,Real,leicht
35,9.0,36.0,2.0,2.0,5.040000000000006,7.140000000000001,8.739633859607624,Real,mittel
36,9.0,37.0,2.0,2.0,6.019999999999996,3.640000000000001,7.03491293478462,Real,mittel
37,9.0,38.0,2.0,2.0,4.060000000000002,1.960000000000008,4.508347812669299,Real,mittel
38,9.0,39.0,2.0,2.0,2.799999999999997,4.200000000000003,5.047771785649586,Real,mittel
39,9.0,40.0,2.0,2.0,3.0800000000000125,9.659999999999997,10.139132112759947,Real,mittel
40,9.0,41.0,3.0,2.0,5.460000000000008,-0.8400000000000034,5.524237503945689,Real,schwer
41,9.0,42.0,3.0,2.0,5.179999999999993,2.239999999999995,5.643580423808976,Real,schwer
42,9.0,43.0,3.0,2.0,3.0800000000000125,-7.0,7.647640158898696,Real,schwer
43,9.0,44.0,3.0,2.0,3.3599999999999994,0.980000000000004,3.5000000000000004,Real,schwer
44,9.0,45.0,3.0,2.0,7.420000000000002,2.799999999999997,7.930725061430387,Real,schwer
45,9.0,46.0,4.0,2.0,-0.1400000000000005,-1.1199999999999903,1.1287160847617874,Real,leicht
46,9.0,47.0,4.0,2.0,2.9399999999999977,-4.200000000000003,5.126753358608156,Real,leicht
47,9.0,48.0,4.0,2.0,1.1199999999999903,-5.319999999999993,5.436616594905319,Real,leicht
48,9.0,49.0,4.0,2.0,5.739999999999995,-2.519999999999996,6.2688116896266655,Real,leicht
49,9.0,50.0,4.0,2.0,3.0800000000000125,-7.279999999999987,7.904732759556132,Real,leicht
50,9.0,51.0,5.0,2.0,-3.219999999999999,-2.519999999999996,4.088862922622862,Real,mittel
51,9.0,52.0,5.0,2.0,2.799999999999997,-2.1000000000000085,3.5000000000000027,Real,mittel
52,9.0,53.0,5.0,2.0,3.219999999999999,-3.780000000000001,4.965561398271096,Real,mittel
53,9.0,54.0,5.0,2.0,7.279999999999987,-21.14,22.35839886932872,Real,mittel
54,9.0,55.0,5.0,2.0,-0.1400000000000005,8.260000000000005,8.261186355481886,Real,mittel
55,9.0,56.0,6.0,2.0,-1.6800000000000068,1.960000000000008,2.5814724480420197,Real,schwer
56,9.0,57.0,6.0,2.0,0.1400000000000147,-4.200000000000003,4.202332685545021,Real,schwer
57,9.0,58.0,6.0,2.0,6.019999999999996,-0.8400000000000034,6.078322136905872,Real,schwer
58,9.0,59.0,6.0,2.0,-4.899999999999992,-13.72,14.568747372372131,Real,schwer
1,10.0,2.0,1.0,1.0,9.939999999999998,2.6599999999999966,10.289761902007251,Real,leicht
2,10.0,3.0,1.0,1.0,-4.060000000000002,-9.66000000000001,10.47851134465198,Real,leicht
3,10.0,4.0,1.0,1.0,-10.079999999999998,3.0799999999999983,10.540056925842476,Real,leicht
4,10.0,5.0,1.0,1.0,14.980000000000004,-1.4000000000000057,15.045278329097144,Real,leicht
5,10.0,6.0,2.0,1.0,1.8200000000000076,-1.8200000000000076,2.573868683519044,Real,mittel
6,10.0,7.0,2.0,1.0,2.799999999999997,2.3799999999999955,3.6748333295538673,Real,mittel
7,10.0,8.0,2.0,1.0,-4.060000000000002,1.3999999999999917,4.29460126204983,Real,mittel
8,10.0,9.0,2.0,1.0,11.899999999999991,1.5400000000000065,11.99923330884102,Real,mittel
9,10.0,10.0,2.0,1.0,0.4200000000000017,-36.96000000000001,36.96238628660223,Real,mittel
10,10.0,11.0,3.0,1.0,3.640000000000001,0.8400000000000034,3.735665937955375,Real,schwer
11,10.0,12.0,3.0,1.0,3.920000000000016,-3.219999999999999,5.072947860958174,Real,schwer
12,10.0,13.0,3.0,1.0,1.539999999999992,6.859999999999999,7.030732536514241,Real,schwer
13,10.0,14.0,3.0,1.0,3.640000000000001,7.559999999999988,8.39066147571214,Real,schwer
14,10.0,15.0,3.0,1.0,6.719999999999999,9.939999999999998,11.99841656219686,Real,schwer
15,10.0,16.0,4.0,1.0,0.980000000000004,1.2600000000000051,1.5962455951387995,Real,leicht
16,10.0,17.0,4.0,1.0,2.660000000000011,4.060000000000002,4.853782030540728,Real,leicht
17,10.0,18.0,4.0,1.0,-1.6800000000000068,-0.980000000000004,1.9449421585229807,Real,leicht
18,10.0,19.0,4.0,1.0,8.820000000000007,-0.5600000000000023,8.837759897168521,Real,leicht
19,10.0,20.0,4.0,1.0,10.36,-2.519999999999996,10.66208234820947,Real,leicht
20,10.0,21.0,5.0,1.0,-0.8400000000000034,2.799999999999997,2.9232858224949525,Real,mittel
21,10.0,22.0,5.0,1.0,-4.200000000000003,-4.6200000000000045,6.243748873873778,Real,mittel
22,10.0,23.0,5.0,1.0,-0.5600000000000023,-25.90000000000001,25.906053346660123,Real,mittel
23,10.0,24.0,5.0,1.0,-0.8400000000000034,1.8199999999999927,2.0044949488586847,Real,mittel
24,10.0,25.0,5.0,1.0,-4.060000000000002,-3.219999999999999,5.18189154653009,Real,mittel
25,10.0,26.0,6.0,1.0,7.560000000000002,-3.219999999999999,8.217177130864346,Real,schwer
26,10.0,27.0,6.0,1.0,-8.960000000000008,5.88000000000001,10.717089157042608,Real,schwer
27,10.0,28.0,6.0,1.0,5.599999999999994,12.319999999999991,13.533011490425912,Real,schwer
28,10.0,29.0,6.0,1.0,-3.5,-17.78,18.121214087361807,Real,schwer
29,10.0,30.0,6.0,1.0,1.539999999999992,-3.780000000000001,4.081666326391709,Real,schwer
30,10.0,31.0,1.0,2.0,0.2799999999999869,1.6800000000000068,1.7031735084835062,Real,leicht
31,10.0,32.0,1.0,2.0,9.099999999999994,1.1200000000000043,9.168664024818442,Real,leicht
32,10.0,33.0,1.0,2.0,5.599999999999994,-7.980000000000004,9.748866600790064,Real,leicht
33,10.0,34.0,1.0,2.0,9.799999999999995,-8.11999999999999,12.726916358647124,Real,leicht
34,10.0,35.0,1.0,2.0,1.8200000000000076,-14.0,14.11780436186874,Real,leicht
35,10.0,36.0,2.0,2.0,3.920000000000016,3.5,5.255130826154581,Real,mittel
36,10.0,37.0,2.0,2.0,5.460000000000008,-2.660000000000011,6.0734833497754925,Real,mittel
37,10.0,38.0,2.0,2.0,4.060000000000002,-8.11999999999999,9.078435988649138,Real,mittel
38,10.0,39.0,2.0,2.0,-9.239999999999997,-2.660000000000011,9.615258706867952,Real,mittel
39,10.0,40.0,2.0,2.0,8.260000000000005,5.460000000000008,9.901474637648686,Real,mittel
40,10.0,41.0,3.0,2.0,3.3599999999999994,0.4200000000000017,3.3861482542853905,Real,schwer
41,10.0,42.0,3.0,2.0,-3.3599999999999994,2.9399999999999977,4.464661241348551,Real,schwer
42,10.0,43.0,3.0,2.0,10.080000000000013,4.760000000000005,11.147376372940869,Real,schwer
43,10.0,44.0,3.0,2.0,10.080000000000013,8.120000000000005,12.94375525108538,Real,schwer
44,10.0,45.0,3.0,2.0,3.0800000000000125,-1.1199999999999903,3.277315975001504,Real,schwer
45,10.0,46.0,4.0,2.0,1.2600000000000051,0.980000000000004,1.5962455951387995,Real,leicht
46,10.0,47.0,4.0,2.0,0.0,7.559999999999988,7.559999999999988,Real,leicht
47,10.0,48.0,4.0,2.0,-7.840000000000003,-2.799999999999997,8.324998498498365,Real,leicht
48,10.0,49.0,4.0,2.0,-3.5,8.399999999999991,9.099999999999993,Real,leicht
49,10.0,50.0,4.0,2.0,-2.519999999999996,-11.760000000000003,12.02696969315214,Real,leicht
50,10.0,51.0,5.0,2.0,0.980000000000004,-0.5600000000000023,1.1287160847618014,Real,mittel
51,10.0,52.0,5.0,2.0,1.1199999999999903,4.340000000000003,4.4821869662029945,Real,mittel
52,10.0,53.0,5.0,2.0,7.560000000000002,0.5600000000000023,7.580712367581297,Real,mittel
53,10.0,54.0,5.0,2.0,0.2799999999999869,-7.840000000000003,7.844998406628266,Real,mittel
54,10.0,55.0,5.0,2.0,14.0,0.8400000000000034,14.025177360732377,Real,mittel
55,10.0,56.0,6.0,2.0,1.9599999999999935,0.5600000000000023,2.03843076899854,Real,schwer
56,10.0,57.0,6.0,2.0,0.6999999999999886,2.1000000000000085,2.21359436211787,Real,schwer
57,10.0,58.0,6.0,2.0,-2.799999999999997,-0.980000000000004,2.966546814058391,Real,schwer
58,10.0,59.0,6.0,2.0,6.300000000000011,-4.060000000000002,7.494904936021547,Real,schwer
59,10.0,60.0,6.0,2.0,1.539999999999992,-7.840000000000003,7.989818521092956,Real,schwer
1,26.0,2.0,1.0,1.0,-2.519999999999996,0.5600000000000023,2.581472448042005,Real,leicht
2,26.0,3.0,1.0,1.0,2.240000000000009,3.780000000000001,4.393859351413066,Real,leicht
3,26.0,4.0,1.0,1.0,5.599999999999994,5.88000000000001,8.120000000000003,Real,leicht
4,26.0,6.0,2.0,1.0,-1.1200000000000043,1.5400000000000065,1.90420587122297,Real,mittel
5,26.0,7.0,2.0,1.0,3.219999999999999,-1.6800000000000068,3.6319140959003993,Real,mittel
6,26.0,8.0,2.0,1.0,-1.8199999999999927,5.180000000000007,5.490428034315726,Real,mittel
7,26.0,9.0,2.0,1.0,4.340000000000018,-3.780000000000001,5.755345341506464,Real,mittel
8,26.0,10.0,2.0,1.0,5.040000000000006,5.739999999999995,7.638664804794095,Real,mittel
9,26.0,11.0,3.0,1.0,2.660000000000011,-0.4200000000000017,2.6929537686339997,Real,schwer
10,26.0,12.0,3.0,1.0,1.9599999999999935,0.7000000000000028,2.081249624624586,Real,schwer
11,26.0,13.0,3.0,1.0,2.9399999999999977,-4.759999999999991,5.594747536752655,Real,schwer
12,26.0,14.0,3.0,1.0,3.219999999999999,-7.0,7.705089227257527,Real,schwer
13,26.0,15.0,3.0,1.0,-4.060000000000002,-0.5600000000000023,4.098438727125248,Real,schwer
14,26.0,16.0,4.0,1.0,2.3799999999999955,0.2800000000000011,2.3964139876073123,Real,leicht
15,26.0,17.0,4.0,1.0,-2.239999999999995,-1.539999999999992,2.718308297452656,Real,leicht
16,26.0,18.0,4.0,1.0,-3.219999999999999,-0.8400000000000034,3.3277620107213197,Real,leicht
17,26.0,19.0,4.0,1.0,-1.6800000000000068,3.780000000000001,4.136520276754368,Real,leicht
18,26.0,20.0,4.0,1.0,6.579999999999998,1.5400000000000065,6.757810296242416,Real,leicht
19,26.0,21.0,5.0,1.0,-0.2800000000000011,-1.1199999999999903,1.154469575172936,Real,mittel
20,26.0,22.0,5.0,1.0,-2.3799999999999955,-0.1400000000000147,2.3841140912296925,Real,mittel
21,26.0,23.0,5.0,1.0,-1.2600000000000051,3.640000000000001,3.8519086178153312,Real,mittel
22,26.0,24.0,5.0,1.0,-0.2800000000000011,-5.460000000000008,5.4671747731346665,Real,mittel
23,26.0,25.0,5.0,1.0,5.88000000000001,-1.4000000000000057,6.044369280578423,Real,mittel
24,26.0,26.0,6.0,1.0,1.6800000000000068,4.47999999999999,4.7846420973778105,Real,schwer
25,26.0,27.0,6.0,1.0,0.8400000000000034,2.9399999999999977,3.0576461534978163,Real,schwer
26,26.0,28.0,6.0,1.0,6.300000000000011,5.040000000000006,8.067936539165402,Real,schwer
27,26.0,29.0,6.0,1.0,3.920000000000016,-5.88000000000001,7.066880499909436,Real,schwer
28,26.0,31.0,1.0,2.0,-1.1200000000000043,-0.6999999999999886,1.3207573584879224,Real,leicht
29,26.0,32.0,1.0,2.0,0.980000000000004,-1.1199999999999903,1.4882204137828463,Real,leicht
30,26.0,33.0,1.0,2.0,-1.3999999999999917,1.960000000000008,2.408651074771937,Real,leicht
31,26.0,34.0,1.0,2.0,5.460000000000008,-1.4000000000000057,5.63663019897528,Real,leicht
32,26.0,35.0,1.0,2.0,0.0,1.3999999999999917,1.3999999999999917,Real,leicht
33,26.0,36.0,2.0,2.0,0.6999999999999886,1.6800000000000068,1.820000000000002,Real,mittel
34,26.0,37.0,2.0,2.0,0.980000000000004,-0.980000000000004,1.385929291125639,Real,mittel
35,26.0,38.0,2.0,2.0,-2.6599999999999966,-0.5600000000000023,2.718308297452661,Real,mittel
36,26.0,39.0,2.0,2.0,-0.4200000000000017,-3.3599999999999994,3.3861482542853905,Real,mittel
37,26.0,40.0,2.0,2.0,3.920000000000016,0.2800000000000011,3.929987277333112,Real,mittel
38,26.0,41.0,3.0,2.0,4.47999999999999,0.5600000000000023,4.514864339047177,Real,schwer
39,26.0,42.0,3.0,2.0,6.579999999999998,-3.219999999999999,7.32562625309263,Real,schwer
40,26.0,43.0,3.0,2.0,0.2799999999999869,-0.0,0.2799999999999869,Real,schwer
41,26.0,44.0,3.0,2.0,0.8400000000000034,2.239999999999995,2.3923210486889053,Real,schwer
42,26.0,45.0,3.0,2.0,-1.6800000000000068,5.180000000000007,5.445622094857492,Real,schwer
43,26.0,46.0,4.0,2.0,-0.980000000000004,-0.8400000000000034,1.2907362240210096,Real,leicht
44,26.0,47.0,4.0,2.0,2.240000000000009,-1.2600000000000051,2.570058365096025,Real,leicht
45,26.0,48.0,4.0,2.0,-1.3999999999999917,1.1200000000000043,1.7928747864811938,Real,leicht
46,26.0,49.0,4.0,2.0,-0.7000000000000028,3.640000000000001,3.7066966425646446,Real,leicht
47,26.0,50.0,4.0,2.0,1.9599999999999935,3.3599999999999994,3.889884317045941,Real,leicht
48,26.0,51.0,5.0,2.0,2.1000000000000085,-1.539999999999992,2.6041505332833608,Real,mittel
49,26.0,52.0,5.0,2.0,1.1199999999999903,4.6200000000000045,4.753819516977903,Real,mittel
50,26.0,53.0,5.0,2.0,2.3799999999999955,3.219999999999999,4.004097900901022,Real,mittel
51,26.0,54.0,5.0,2.0,4.060000000000002,3.640000000000001,5.452815786362127,Real,mittel
52,26.0,55.0,5.0,2.0,-6.159999999999997,2.9399999999999977,6.825628176219383,Real,mittel
53,26.0,56.0,6.0,2.0,0.0,0.8400000000000034,0.8400000000000034,Real,schwer
54,26.0,57.0,6.0,2.0,2.3799999999999955,2.799999999999997,3.6748333295538673,Real,schwer
55,26.0,58.0,6.0,2.0,2.9399999999999977,-0.980000000000004,3.099032106965011,Real,schwer
56,26.0,59.0,6.0,2.0,-0.2800000000000011,2.9399999999999977,2.953303235362056,Real,schwer
1,20.0,2.0,1.0,1.0,3.3599999999999994,1.1200000000000043,3.5417509793885857,Real,leicht
2,20.0,3.0,1.0,1.0,0.2799999999999869,-12.460000000000008,12.463145670335406,Real,leicht
3,20.0,4.0,1.0,1.0,5.460000000000008,-12.739999999999997,13.86070705267231,Real,leicht
4,20.0,5.0,1.0,1.0,-4.060000000000002,-21.0,21.388866262614297,Real,leicht
5,20.0,8.0,2.0,1.0,3.0800000000000125,-1.8200000000000076,3.577541054970593,Real,mittel
6,20.0,9.0,2.0,1.0,1.539999999999992,2.239999999999995,2.718308297452656,Real,mittel
7,20.0,10.0,2.0,1.0,-0.8400000000000034,4.760000000000005,4.833549420456985,Real,mittel
8,20.0,11.0,2.0,1.0,-2.519999999999996,7.420000000000002,7.836249102727657,Real,mittel
9,20.0,12.0,2.0,1.0,-5.460000000000008,-1.539999999999992,5.673023885019352,Real,mittel
10,20.0,15.0,3.0,1.0,-1.8199999999999927,2.9399999999999977,3.4577449298639658,Real,schwer
11,20.0,16.0,3.0,1.0,1.9599999999999935,3.780000000000001,4.257933771208752,Real,schwer
12,20.0,17.0,3.0,1.0,-7.840000000000003,-3.219999999999999,8.475494085892576,Real,schwer
13,20.0,18.0,3.0,1.0,-3.780000000000001,-9.939999999999998,10.634472248306446,Real,schwer
14,20.0,19.0,3.0,1.0,-5.460000000000008,-11.47999999999999,12.712277530010107,Real,schwer
15,20.0,22.0,4.0,1.0,-2.9399999999999977,3.5,4.57095176084806,Real,leicht
16,20.0,23.0,4.0,1.0,-2.799999999999997,-3.920000000000016,4.817302149543882,Real,leicht
17,20.0,24.0,4.0,1.0,4.340000000000018,2.3799999999999955,4.949747468305846,Real,leicht
18,20.0,25.0,4.0,1.0,9.66000000000001,1.3999999999999917,9.76092208758989,Real,leicht
19,20.0,26.0,4.0,1.0,9.379999999999995,3.0799999999999983,9.872730118867825,Real,leicht
20,20.0,29.0,5.0,1.0,2.519999999999996,-1.4000000000000057,2.8827764394763595,Real,mittel
21,20.0,30.0,5.0,1.0,5.040000000000006,-0.4200000000000017,5.057469723092771,Real,mittel
22,20.0,31.0,5.0,1.0,7.840000000000003,-8.260000000000005,11.388292233693344,Real,mittel
23,20.0,32.0,5.0,1.0,-9.239999999999997,-17.92,20.16194435068205,Real,mittel
24,20.0,36.0,6.0,1.0,-3.219999999999999,-0.2799999999999869,3.2321509865722526,Real,schwer
25,20.0,37.0,6.0,1.0,-0.7000000000000028,5.88000000000001,5.921520075115858,Real,schwer
26,20.0,38.0,6.0,1.0,1.1199999999999903,3.780000000000001,3.942435795292041,Real,schwer
27,20.0,39.0,6.0,1.0,0.980000000000004,-0.4200000000000017,1.0662082348209516,Real,schwer
28,20.0,40.0,6.0,1.0,1.4000000000000057,-3.640000000000001,3.899948717611556,Real,schwer
29,20.0,43.0,1.0,2.0,3.780000000000001,-0.2799999999999869,3.790356183790648,Real,leicht
30,20.0,44.0,1.0,2.0,0.6999999999999886,-0.5600000000000023,0.8964373932405914,Real,leicht
31,20.0,45.0,1.0,2.0,-3.0799999999999983,-8.260000000000005,8.815554435201456,Real,leicht
32,20.0,46.0,1.0,2.0,-7.840000000000003,-26.73999999999998,27.865627572333608,Real,leicht
33,20.0,50.0,2.0,2.0,-0.980000000000004,4.47999999999999,4.585935019164567,Real,mittel
34,20.0,51.0,2.0,2.0,-3.9200000000000017,-4.899999999999992,6.275061752684186,Real,mittel
35,20.0,52.0,2.0,2.0,-4.200000000000003,6.019999999999996,7.340326968194263,Real,mittel
36,20.0,53.0,2.0,2.0,7.279999999999987,7.0,10.099425726247992,Real,mittel
37,20.0,54.0,2.0,2.0,-5.88000000000001,-28.28,28.88481954245171,Real,mittel
38,20.0,57.0,3.0,2.0,-2.1000000000000085,5.599999999999994,5.980802621722269,Real,schwer
39,20.0,58.0,3.0,2.0,-1.2600000000000051,3.0799999999999983,3.32776201072132,Real,schwer
40,20.0,59.0,3.0,2.0,-1.8199999999999927,-2.519999999999996,3.108504463564425,Real,schwer
41,20.0,60.0,3.0,2.0,-0.2800000000000011,-5.040000000000006,5.047771785649592,Real,schwer
42,20.0,61.0,3.0,2.0,1.539999999999992,-8.539999999999992,8.677741641694562,Real,schwer
43,20.0,62.0,3.0,2.0,2.799999999999997,2.519999999999996,3.767014733180634,Real,schwer
44,20.0,64.0,4.0,2.0,-0.7000000000000028,-2.519999999999996,2.6154158369177134,Real,leicht
45,20.0,65.0,4.0,2.0,2.519999999999996,-5.040000000000006,5.634891303299474,Real,leicht
46,20.0,66.0,4.0,2.0,-2.799999999999997,-5.739999999999995,6.386517047655938,Real,leicht
47,20.0,67.0,4.0,2.0,2.799999999999997,6.579999999999998,7.150971961908392,Real,leicht
48,20.0,68.0,4.0,2.0,7.140000000000001,5.460000000000008,8.988392514793738,Real,leicht
49,20.0,71.0,5.0,2.0,-2.3799999999999955,2.1000000000000085,3.1740195336513,Real,mittel
50,20.0,72.0,5.0,2.0,-4.6200000000000045,-0.980000000000004,4.722795782161246,Real,mittel
51,20.0,73.0,5.0,2.0,-6.439999999999998,-3.219999999999999,7.20013888754932,Real,mittel
52,20.0,74.0,5.0,2.0,5.319999999999993,-5.88000000000001,7.929489264763528,Real,mittel
53,20.0,75.0,5.0,2.0,13.159999999999997,-0.0,13.159999999999997,Real,mittel
54,20.0,78.0,6.0,2.0,3.500000000000014,2.3799999999999955,4.232540608192682,Real,schwer
55,20.0,79.0,6.0,2.0,3.920000000000016,1.5400000000000065,4.211650507817588,Real,schwer
56,20.0,80.0,6.0,2.0,0.980000000000004,-6.159999999999997,6.237467434784727,Real,schwer
57,20.0,81.0,6.0,2.0,2.240000000000009,-7.420000000000002,7.750741899973193,Real,schwer
58,20.0,82.0,6.0,2.0,-10.64,-6.859999999999985,12.659747232863689,Real,schwer
59,20.0,83.0,6.0,2.0,-1.5400000000000065,-2.240000000000009,2.718308297452675,Real,schwer
60,20.0,84.0,6.0,2.0,-0.8400000000000034,-3.219999999999999,3.3277620107213197,Real,schwer
1,7.0,2.0,1.0,1.0,6.859999999999985,-5.88000000000001,9.035153568147024,Real,leicht
2,7.0,3.0,1.0,1.0,2.799999999999997,-9.240000000000007,9.65492620375734,Real,leicht
3,7.0,4.0,1.0,1.0,12.319999999999991,-1.9599999999999935,12.474934869569452,Real,leicht
4,7.0,5.0,1.0,1.0,14.279999999999989,-29.819999999999997,33.06283109475048,Real,leicht
5,7.0,6.0,2.0,1.0,0.5600000000000023,-4.47999999999999,4.514864339047177,Real,mittel
6,7.0,7.0,2.0,1.0,-4.47999999999999,-7.980000000000004,9.15154631742636,Real,mittel
7,7.0,8.0,2.0,1.0,-2.6599999999999966,-16.379999999999995,16.594577427581573,Real,mittel
8,7.0,9.0,2.0,1.0,7.840000000000003,-19.60000000000001,21.109846043967263,Real,mittel
9,7.0,10.0,2.0,1.0,-3.780000000000001,-10.22,10.896641684482423,Real,mittel
10,7.0,11.0,3.0,1.0,6.019999999999996,3.780000000000001,7.108361273880216,Real,schwer
11,7.0,12.0,3.0,1.0,-9.939999999999998,-6.859999999999985,12.07738382266622,Real,schwer
12,7.0,13.0,3.0,1.0,-0.980000000000004,-30.24000000000001,30.25587546246184,Real,schwer
13,7.0,14.0,3.0,1.0,2.9399999999999977,-7.699999999999989,8.242184176539602,Real,schwer
14,7.0,15.0,3.0,1.0,1.2600000000000051,-5.040000000000006,5.19511308827826,Real,schwer
15,7.0,16.0,4.0,1.0,0.1400000000000147,-4.200000000000003,4.202332685545021,Real,leicht
16,7.0,17.0,4.0,1.0,4.759999999999991,0.1400000000000005,4.762058378474577,Real,leicht
17,7.0,18.0,4.0,1.0,-6.719999999999999,-2.1000000000000085,7.04048293798089,Real,leicht
18,7.0,19.0,4.0,1.0,5.040000000000006,-6.300000000000011,8.067936539165402,Real,leicht
19,7.0,20.0,4.0,1.0,-4.47999999999999,-7.0,8.31086036460726,Real,leicht
20,7.0,21.0,5.0,1.0,-0.7000000000000028,0.7000000000000028,0.9899494936611706,Real,mittel
21,7.0,22.0,5.0,1.0,5.599999999999994,0.5600000000000023,5.627930347827693,Real,mittel
22,7.0,23.0,5.0,1.0,6.439999999999984,-3.0800000000000125,7.138627319029889,Real,mittel
23,7.0,24.0,5.0,1.0,-10.78,-3.500000000000014,11.3339490028851,Real,mittel
24,7.0,25.0,5.0,1.0,-12.319999999999991,-7.279999999999987,14.3101642198823,Real,mittel
25,7.0,26.0,6.0,1.0,2.9399999999999977,-6.159999999999997,6.825628176219383,Real,schwer
26,7.0,27.0,6.0,1.0,-8.680000000000007,-4.340000000000018,9.7045350223491,Real,schwer
27,7.0,28.0,6.0,1.0,-4.340000000000003,-16.66000000000001,17.216015799249266,Real,schwer
28,7.0,29.0,6.0,1.0,-9.38000000000001,3.3599999999999994,9.963633875248536,Real,schwer
29,7.0,30.0,6.0,1.0,13.579999999999998,-12.88000000000001,18.716591570048223,Real,schwer
30,7.0,31.0,1.0,2.0,4.340000000000018,-5.599999999999994,7.084885320172803,Real,leicht
31,7.0,32.0,1.0,2.0,0.5600000000000023,-21.14,21.14741591779005,Real,leicht
32,7.0,33.0,1.0,2.0,11.47999999999999,-3.780000000000001,12.08630630093412,Real,leicht
33,7.0,34.0,1.0,2.0,-2.6599999999999966,-5.88000000000001,6.453681120105029,Real,leicht
34,7.0,35.0,1.0,2.0,-3.5,-7.420000000000002,8.204047781430823,Real,leicht
35,7.0,36.0,2.0,2.0,4.6200000000000045,5.599999999999994,7.259779610979935,Real,mittel
36,7.0,37.0,2.0,2.0,7.560000000000002,-1.6800000000000068,7.744417344126029,Real,mittel
37,7.0,38.0,2.0,2.0,14.840000000000003,-0.8400000000000034,14.86375457278544,Real,mittel
38,7.0,39.0,2.0,2.0,-14.560000000000002,-10.22,17.788816711630936,Real,mittel
39,7.0,40.0,2.0,2.0,-1.6800000000000068,-19.040000000000006,19.11397394578114,Real,mittel
40,7.0,41.0,3.0,2.0,-5.319999999999993,-5.040000000000006,7.328301303849344,Real,schwer
41,7.0,42.0,3.0,2.0,1.2600000000000051,-18.89999999999999,18.941953436749856,Real,schwer
42,7.0,43.0,3.0,2.0,7.980000000000004,-7.560000000000002,10.99245195577402,Real,schwer
43,7.0,44.0,3.0,2.0,12.319999999999991,-3.500000000000014,12.807513419864136,Real,schwer
44,7.0,45.0,3.0,2.0,13.439999999999984,1.1200000000000043,13.486585928247354,Real,schwer
45,7.0,46.0,4.0,2.0,-0.980000000000004,-0.6999999999999886,1.2043255373859645,Real,leicht
46,7.0,47.0,4.0,2.0,5.88000000000001,-2.240000000000009,6.292217415188397,Real,leicht
47,7.0,48.0,4.0,2.0,-3.780000000000001,-7.0,7.955400681298209,Real,leicht
48,7.0,49.0,4.0,2.0,13.439999999999984,1.960000000000008,13.582164775911076,Real,leicht
49,7.0,50.0,4.0,2.0,10.080000000000013,-17.500000000000014,20.19545493421727,Real,leicht
50,7.0,51.0,5.0,2.0,-0.980000000000004,1.5400000000000065,1.8253766734567487,Real,mittel
51,7.0,52.0,5.0,2.0,3.219999999999999,-4.759999999999991,5.746825210496653,Real,mittel
52,7.0,53.0,5.0,2.0,6.859999999999985,-0.980000000000004,6.929646455628151,Real,mittel
53,7.0,54.0,5.0,2.0,3.219999999999999,-7.560000000000002,8.217177130864346,Real,mittel
54,7.0,55.0,5.0,2.0,-4.760000000000005,-10.920000000000016,11.9123465362623,Real,mittel
55,7.0,56.0,6.0,2.0,-1.2600000000000051,3.9200000000000017,4.117523527558771,Real,schwer
56,7.0,57.0,6.0,2.0,-4.060000000000002,-6.159999999999997,7.377614790703021,Real,schwer
57,7.0,58.0,6.0,2.0,1.6800000000000068,-3.0800000000000125,3.5083899441196813,Real,schwer
58,7.0,59.0,6.0,2.0,5.739999999999995,-2.240000000000009,6.161590703706307,Real,schwer
59,7.0,60.0,6.0,2.0,10.64,-1.9599999999999935,10.819020288362529,Real,schwer
1,17.0,2.0,1.0,1.0,-7.840000000000003,-3.3599999999999994,8.52966587856758,Real,leicht
2,17.0,3.0,1.0,1.0,-6.019999999999996,-3.3599999999999994,6.894200461257269,Real,leicht
3,17.0,4.0,1.0,1.0,-5.319999999999993,-5.179999999999993,7.425281139458617,Real,leicht
4,17.0,5.0,1.0,1.0,-1.6800000000000068,-0.1400000000000147,1.6858232410309295,Real,leicht
5,17.0,6.0,1.0,1.0,-2.3799999999999955,3.219999999999999,4.004097900901022,Real,leicht
6,17.0,9.0,2.0,1.0,-1.5400000000000065,7.420000000000002,7.5781264175256435,Real,mittel
7,17.0,10.0,2.0,1.0,-2.9399999999999977,4.6200000000000045,5.476130020370228,Real,mittel
8,17.0,11.0,2.0,1.0,-1.6800000000000068,-2.3799999999999955,2.913211286535874,Real,mittel
9,17.0,12.0,2.0,1.0,6.019999999999996,-2.519999999999996,6.526162731651727,Real,mittel
10,17.0,13.0,2.0,1.0,1.9599999999999935,3.219999999999999,3.7696153649941486,Real,mittel
11,17.0,14.0,2.0,1.0,1.2600000000000051,-4.759999999999991,4.923941510619305,Real,mittel
12,17.0,15.0,2.0,1.0,0.5600000000000023,-9.240000000000007,9.256954142697271,Real,mittel
