,Participant,hit,position,series,x,y,distance,mode,Hammer
50,5.0,50.0,6.0,1.0,4.084641,7.008783,8.112172,VR,schwer
51,5.0,51.0,3.0,2.0,-2.069104,8.96393,9.199633,VR,schwer
52,5.0,52.0,3.0,2.0,0.03651863,12.35207,12.35212,VR,schwer
53,5.0,53.0,3.0,2.0,-2.901485,-0.3968214,2.928495,VR,schwer
54,5.0,54.0,3.0,2.0,-6.561523,8.774897,10.95684,VR,schwer
55,5.0,55.0,3.0,2.0,-3.525063,10.89196,11.44818,VR,schwer
56,5.0,56.0,6.0,2.0,-3.069836,-1.250708,3.31484,VR,schwer
57,5.0,57.0,6.0,2.0,-10.18388,10.2885,14.47635,VR,schwer
58,5.0,58.0,6.0,2.0,1.094916,13.08314,13.12888,VR,schwer
60,5.0,60.0,6.0,2.0,5.113162,3.61845,6.263993,VR,schwer
1,18.0,1.0,2.0,1.0,4.887662,-6.664804,8.264917,VR,mittel
2,18.0,2.0,2.0,1.0,2.742983,-10.63758,10.98554,VR,mittel
3,18.0,3.0,2.0,1.0,0.5074435,-5.948514,5.970118,VR,mittel
4,18.0,4.0,2.0,1.0,2.472736,-1.696585,2.998804,VR,mittel
5,18.0,5.0,2.0,1.0,6.01366,-7.703919,9.773151,VR,mittel
6,18.0,6.0,5.0,1.0,0.2375906,-23.57333,23.57453,VR,mittel
7,18.0,7.0,5.0,1.0,16.5043,-15.6255,22.7277,VR,mittel
8,18.0,8.0,5.0,1.0,6.537824,-12.62924,14.22114,VR,mittel
9,18.0,9.0,5.0,1.0,12.63424,-17.07422,21.24036,VR,mittel
10,18.0,10.0,5.0,1.0,6.392628,-13.26155,14.72191,VR,mittel
11,18.0,11.0,2.0,2.0,0.05778109,-18.79074,18.79082,VR,mittel
12,18.0,12.0,2.0,2.0,1.380965,-14.65422,14.71915,VR,mittel
13,18.0,13.0,2.0,2.0,-1.465621,-11.63074,11.72272,VR,mittel
14,18.0,14.0,2.0,2.0,5.428977,-9.220102,10.69972,VR,mittel
15,18.0,15.0,2.0,2.0,-2.271133,-8.801293,9.0896,VR,mittel
16,18.0,16.0,5.0,2.0,-4.752479,-12.29734,13.18373,VR,mittel
17,18.0,17.0,5.0,2.0,11.4574,-7.741504,13.82761,VR,mittel
18,18.0,18.0,5.0,2.0,5.748331,-9.086287,10.75193,VR,mittel
19,18.0,19.0,5.0,2.0,9.439998,-5.880121,11.12157,VR,mittel
20,18.0,20.0,5.0,2.0,7.083586,-4.231134,8.251042,VR,mittel
21,18.0,21.0,1.0,1.0,0.3209488,1.744443,1.773722,VR,leicht
22,18.0,22.0,1.0,1.0,-6.623135,-15.49801,16.85391,VR,leicht
23,18.0,23.0,1.0,1.0,-2.704252,-1.832577,3.266698,VR,leicht
24,18.0,24.0,1.0,1.0,8.968733,-5.689936,10.62137,VR,leicht
25,18.0,25.0,1.0,1.0,10.22485,-11.55033,15.42588,VR,leicht
26,18.0,26.0,4.0,1.0,5.735594,-7.790582,9.674203,VR,leicht
27,18.0,27.0,4.0,1.0,8.67961,-9.022335,12.51951,VR,leicht
28,18.0,28.0,4.0,1.0,12.29346,-15.55241,19.82439,VR,leicht
29,18.0,29.0,4.0,1.0,6.368351,-5.562558,8.455647,VR,leicht
30,18.0,30.0,4.0,1.0,8.997695,-11.42397,14.54186,VR,leicht
31,18.0,31.0,1.0,2.0,4.185494,-7.520334,8.606613,VR,leicht
32,18.0,32.0,1.0,2.0,1.471598,-9.401463,9.51594,VR,leicht
33,18.0,33.0,1.0,2.0,3.676542,-3.446048,5.039068,VR,leicht
34,18.0,34.0,1.0,2.0,2.698162,-12.2119,12.50643,VR,leicht
35,18.0,35.0,1.0,2.0,-3.374054,-17.15215,17.48086,VR,leicht
36,18.0,36.0,4.0,2.0,9.891867,-18.46501,20.94769,VR,leicht
37,18.0,37.0,4.0,2.0,6.226463,-13.72192,15.06851,VR,leicht
38,18.0,38.0,4.0,2.0,7.808151,-26.93124,28.0403,VR,leicht
39,18.0,39.0,4.0,2.0,8.319552,-14.91003,17.07407,VR,leicht
40,18.0,40.0,4.0,2.0,4.118225,-23.07985,23.44439,VR,leicht
41,18.0,41.0,3.0,1.0,-5.421035,-7.372438,9.150982,VR,schwer
42,18.0,42.0,3.0,1.0,-0.04996468,-9.386051,9.386185,VR,schwer
43,18.0,43.0,3.0,1.0,-5.061987,2.804807,5.787111,VR,schwer
44,18.0,44.0,3.0,1.0,-3.571484,-2.456962,4.334992,VR,schwer
45,18.0,45.0,3.0,1.0,0.1502306,-0.3941571,0.4218163,VR,schwer
46,18.0,46.0,6.0,1.0,-3.954894,-14.70009,15.2228,VR,schwer
47,18.0,47.0,6.0,1.0,7.688582,-15.56372,17.35926,VR,schwer
48,18.0,48.0,6.0,1.0,2.795226,-18.16668,18.38047,VR,schwer
49,18.0,49.0,6.0,1.0,7.033127,-7.505661,10.2859,VR,schwer
50,18.0,50.0,6.0,1.0,4.324898,-5.748672,7.193884,VR,schwer
51,18.0,51.0,3.0,2.0,-1.123186,-3.310339,3.495697,VR,schwer
52,18.0,52.0,3.0,2.0,-0.5365025,9.97791,9.992323,VR,schwer
53,18.0,53.0,3.0,2.0,6.174837,4.808928,7.826519,VR,schwer
54,18.0,54.0,3.0,2.0,5.932384,11.78085,13.19021,VR,schwer
55,18.0,55.0,3.0,2.0,-3.09489,3.712517,4.833334,VR,schwer
56,18.0,56.0,6.0,2.0,-5.536784,6.435023,8.48914,VR,schwer
57,18.0,57.0,6.0,2.0,4.859803,-2.70985,5.564259,VR,schwer
58,18.0,58.0,6.0,2.0,-3.103751,-11.15899,11.58259,VR,schwer
59,18.0,59.0,6.0,2.0,3.698493,0.2129744,3.704621,VR,schwer
60,18.0,60.0,6.0,2.0,4.810622,3.60739,6.012932,VR,schwer
1,12.0,1.0,1.0,1.0,-11.14036,-2.726043,11.46904,VR,leicht
2,12.0,2.0,1.0,1.0,-3.443785,-20.5302,20.81703,VR,leicht
3,12.0,3.0,1.0,1.0,15.81828,-17.02748,23.24119,VR,leicht
4,12.0,4.0,1.0,1.0,11.06643,-35.8746,37.54268,VR,leicht
5,12.0,5.0,1.0,1.0,1.361653,-29.2302,29.2619,VR,leicht
6,12.0,6.0,4.0,1.0,6.99241,-29.79825,30.60767,VR,leicht
7,12.0,7.0,4.0,1.0,8.321958,-9.351266,12.51803,VR,leicht
8,12.0,8.0,4.0,1.0,-0.8733213,-18.69467,18.71506,VR,leicht
9,12.0,9.0,4.0,1.0,8.825941,-33.46288,34.60724,VR,leicht
10,12.0,10.0,4.0,1.0,12.0417,-18.1734,21.8008,VR,leicht
11,12.0,11.0,1.0,2.0,-18.05832,-33.32732,37.90531,VR,leicht
12,12.0,12.0,1.0,2.0,-8.941404,-30.91749,32.18447,VR,leicht
13,12.0,13.0,1.0,2.0,9.023676,-30.99305,32.27996,VR,leicht
14,12.0,14.0,1.0,2.0,-13.14743,-42.5921,44.57513,VR,leicht
15,12.0,15.0,1.0,2.0,4.867758,-54.03193,54.25076,VR,leicht
16,12.0,16.0,4.0,2.0,11.69618,-35.589,37.46169,VR,leicht
17,12.0,17.0,4.0,2.0,1.635707,-27.10206,27.15137,VR,leicht
18,12.0,18.0,4.0,2.0,-3.567419,-24.87443,25.12894,VR,leicht
19,12.0,19.0,4.0,2.0,-20.06114,-6.16444,20.9869,VR,leicht
21,12.0,21.0,3.0,1.0,1.476324,-22.21079,22.2598,VR,schwer
22,12.0,22.0,3.0,1.0,-0.09611738,-26.51046,26.51063,VR,schwer
23,12.0,23.0,3.0,1.0,7.541874,-5.738611,9.476894,VR,schwer
24,12.0,24.0,3.0,1.0,12.90414,-6.352731,14.38311,VR,schwer
25,12.0,25.0,3.0,1.0,14.50126,-9.723967,17.45973,VR,schwer
26,12.0,26.0,6.0,1.0,-1.019074,-11.72413,11.76833,VR,schwer
27,12.0,27.0,6.0,1.0,1.79724,-18.76713,18.85299,VR,schwer
28,12.0,28.0,6.0,1.0,3.553938,-14.47238,14.90236,VR,schwer
29,12.0,29.0,6.0,1.0,2.585157,-21.0345,21.19277,VR,schwer
30,12.0,30.0,6.0,1.0,-9.692883,0.1095643,9.693501,VR,schwer
31,12.0,31.0,6.0,1.0,3.072925,-2.93848,4.251768,VR,schwer
32,12.0,32.0,3.0,2.0,-14.59464,-9.188304,17.24612,VR,schwer
33,12.0,33.0,3.0,2.0,-0.1729259,-23.22759,23.22824,VR,schwer
34,12.0,34.0,3.0,2.0,5.147379,0.8654798,5.219633,VR,schwer
35,12.0,35.0,3.0,2.0,7.565862,-7.82726,10.88615,VR,schwer
36,12.0,36.0,3.0,2.0,-6.921764,-2.982509,7.536987,VR,schwer
37,12.0,37.0,6.0,2.0,1.30769,-21.79986,21.83905,VR,schwer
38,12.0,38.0,6.0,2.0,14.1539,-11.19953,18.04889,VR,schwer
39,12.0,39.0,6.0,2.0,2.254509,-7.881413,8.197529,VR,schwer
40,12.0,40.0,6.0,2.0,-24.21504,-5.907876,24.92531,VR,schwer
41,12.0,41.0,2.0,1.0,-9.469311,-20.59535,22.66796,VR,mittel
42,12.0,42.0,2.0,1.0,-18.6423,-17.89501,25.84118,VR,mittel
43,12.0,43.0,2.0,1.0,-13.8027,8.651607,16.29003,VR,mittel
44,12.0,44.0,2.0,1.0,-11.59182,-8.361961,14.2931,VR,mittel
45,12.0,45.0,2.0,1.0,-5.725533,-21.77089,22.51118,VR,mittel
46,12.0,46.0,5.0,1.0,4.340384,-14.29578,14.94016,VR,mittel
47,12.0,47.0,5.0,1.0,-2.724066,-5.107502,5.788532,VR,mittel
48,12.0,48.0,5.0,1.0,0.1661809,2.1783,2.184629,VR,mittel
49,12.0,49.0,5.0,1.0,4.084703,-11.8169,12.50295,VR,mittel
50,12.0,50.0,5.0,1.0,-1.272758,-20.80254,20.84144,VR,mittel
51,12.0,51.0,2.0,2.0,-8.831513,-17.65919,19.74443,VR,mittel
52,12.0,52.0,2.0,2.0,-16.29303,-23.211,28.35865,VR,mittel
53,12.0,53.0,2.0,2.0,2.342119,-15.51418,15.68997,VR,mittel
54,12.0,54.0,2.0,2.0,-6.289569,-19.9567,20.92436,VR,mittel
55,12.0,55.0,2.0,2.0,-11.98235,-13.23582,17.85395,VR,mittel
56,12.0,56.0,5.0,2.0,-8.478714,-41.04039,41.90707,VR,mittel
57,12.0,57.0,5.0,2.0,-15.43618,-10.10643,18.45036,VR,mittel
58,12.0,58.0,5.0,2.0,-0.1810281,-12.93963,12.9409,VR,mittel
59,12.0,59.0,5.0,2.0,9.143061,-6.455278,11.19224,VR,mittel
60,12.0,60.0,5.0,2.0,3.583694,-2.63616,4.448843,VR,mittel
1,21.0,1.0,2.0,1.0,1.356128,6.298874,6.443206,VR,mittel
2,21.0,2.0,2.0,1.0,-8.275543,-6.748139,10.67811,VR,mittel
3,21.0,3.0,2.0,1.0,2.423208,-12.90841,13.13389,VR,mittel
4,21.0,4.0,2.0,1.0,-0.9128591,-4.746676,4.833657,VR,mittel
5,21.0,5.0,2.0,1.0,0.4859441,-8.84472,8.85806,VR,mittel
6,21.0,6.0,5.0,1.0,5.895639,-8.710336,10.51801,VR,mittel
7,21.0,7.0,5.0,1.0,-22.21887,-0.449454,22.22341,VR,mittel
8,21.0,8.0,5.0,1.0,-2.812232,-10.90097,11.25788,VR,mittel
9,21.0,9.0,5.0,1.0,-6.558777,0.1056809,6.559628,VR,mittel
10,21.0,10.0,5.0,1.0,-10.42629,-10.39625,14.72377,VR,mittel
11,21.0,11.0,2.0,2.0,-1.662206,-2.386118,2.908004,VR,mittel
12,21.0,12.0,2.0,2.0,-3.308448,-7.444114,8.146205,VR,mittel
13,21.0,13.0,2.0,2.0,0.1801144,-14.05486,14.05602,VR,mittel
14,21.0,14.0,2.0,2.0,4.726986,-6.833309,8.308942,VR,mittel
15,21.0,15.0,2.0,2.0,4.450475,-5.666194,7.205032,VR,mittel
16,21.0,16.0,5.0,2.0,-17.3366,-18.01719,25.00353,VR,mittel
17,21.0,17.0,5.0,2.0,-1.903224,-4.96075,5.313313,VR,mittel
18,21.0,18.0,5.0,2.0,-0.1504837,-9.867887,9.869036,VR,mittel
19,21.0,19.0,5.0,2.0,-2.709325,-7.530084,8.002662,VR,mittel
20,21.0,20.0,5.0,2.0,-1.260205,-18.22437,18.26789,VR,mittel
21,21.0,21.0,3.0,1.0,-8.404996,-2.10793,8.665295,VR,schwer
22,21.0,22.0,3.0,1.0,-4.52999,-2.990997,5.42834,VR,schwer
23,21.0,23.0,3.0,1.0,2.116731,-7.894882,8.173721,VR,schwer
24,21.0,24.0,3.0,1.0,-12.26941,-3.404555,12.733,VR,schwer
25,21.0,25.0,3.0,1.0,-28.01078,1.514382,28.05169,VR,schwer
26,21.0,26.0,6.0,1.0,-5.81545,-13.25132,14.47125,VR,schwer
27,21.0,27.0,6.0,1.0,-12.15865,-0.9192278,12.19335,VR,schwer
28,21.0,28.0,6.0,1.0,-9.5741,-11.13122,14.68221,VR,schwer
29,21.0,29.0,6.0,1.0,-10.16122,-2.803691,10.54093,VR,schwer
30,21.0,30.0,6.0,1.0,-8.190595,-16.27365,18.21861,VR,schwer
31,21.0,31.0,3.0,2.0,5.02368,4.352053,6.646633,VR,schwer
32,21.0,32.0,3.0,2.0,3.183688,-0.8769579,3.30226,VR,schwer
33,21.0,33.0,3.0,2.0,6.441719,-7.799534,10.11575,VR,schwer
34,21.0,34.0,3.0,2.0,20.42312,-3.271418,20.68347,VR,schwer
35,21.0,35.0,3.0,2.0,-7.884702,3.211236,8.513551,VR,schwer
36,21.0,36.0,6.0,2.0,-6.836291,5.301327,8.65095,VR,schwer
37,21.0,37.0,6.0,2.0,-4.40341,12.87483,13.60703,VR,schwer
38,21.0,38.0,6.0,2.0,-4.47337,-3.565239,5.720312,VR,schwer
39,21.0,39.0,6.0,2.0,-2.136373,8.659855,8.919482,VR,schwer
40,21.0,40.0,6.0,2.0,-10.74973,5.343212,12.00444,VR,schwer
41,21.0,41.0,6.0,2.0,-41.71941,14.68477,44.2284,VR,schwer
42,21.0,42.0,1.0,1.0,-0.9965539,-2.44646,2.641644,VR,leicht
43,21.0,43.0,1.0,1.0,1.67611,-0.4892976,1.746069,VR,leicht
44,21.0,44.0,1.0,1.0,2.957909,-10.69024,11.09191,VR,leicht
45,21.0,45.0,1.0,1.0,5.478254,-3.837012,6.688343,VR,leicht
46,21.0,46.0,1.0,1.0,-1.958169,3.500766,4.011208,VR,leicht
47,21.0,47.0,4.0,1.0,-8.490413,-5.596508,10.16897,VR,leicht
48,21.0,48.0,4.0,1.0,1.769866,-0.0698375,1.771244,VR,leicht
49,21.0,49.0,4.0,1.0,0.3920878,7.284211,7.294756,VR,leicht
50,21.0,50.0,4.0,1.0,-11.46086,-9.204599,14.69952,VR,leicht
51,21.0,51.0,4.0,1.0,-1.288141,4.688647,4.862378,VR,leicht
52,21.0,52.0,1.0,2.0,-4.751255,-7.908649,9.226111,VR,leicht
53,21.0,53.0,1.0,2.0,5.063829,-0.4531904,5.084068,VR,leicht
54,21.0,54.0,1.0,2.0,4.573378,-1.874101,4.942473,VR,leicht
55,21.0,55.0,1.0,2.0,-11.30064,-7.247461,13.42498,VR,leicht
56,21.0,56.0,1.0,2.0,-0.4529277,-10.81184,10.82133,VR,leicht
57,21.0,57.0,4.0,2.0,-5.371261,-15.62065,16.51832,VR,leicht
58,21.0,58.0,4.0,2.0,-4.514213,-3.901549,5.966591,VR,leicht
59,21.0,59.0,4.0,2.0,-5.195075,-2.971157,5.984695,VR,leicht
60,21.0,60.0,4.0,2.0,-9.406513,-1.612922,9.543795,VR,leicht
61,21.0,61.0,4.0,2.0,3.482401,-1.388938,3.749169,VR,leicht
1,8.0,1.0,3.0,1.0,0.449594,12.57966,12.58769,VR,schwer
2,8.0,2.0,3.0,1.0,21.9974,-0.325342,21.99981,VR,schwer
3,8.0,3.0,3.0,1.0,5.156979,-16.45712,17.2462,VR,schwer
4,8.0,4.0,3.0,1.0,7.534962,-8.111004,11.07086,VR,schwer
5,8.0,5.0,3.0,1.0,12.20904,-14.29927,18.80239,VR,schwer
6,8.0,6.0,6.0,1.0,13.50937,3.81187,14.03686,VR,schwer
7,8.0,7.0,6.0,1.0,13.96792,-7.896608,16.04553,VR,schwer
8,8.0,8.0,6.0,1.0,9.991399,8.944383,13.41007,VR,schwer
9,8.0,9.0,6.0,1.0,11.22698,-6.49046,12.96808,VR,schwer
10,8.0,10.0,6.0,1.0,5.743555,0.9132787,5.815712,VR,schwer
11,8.0,11.0,3.0,2.0,-8.253385,-5.364841,9.843773,VR,schwer
12,8.0,12.0,3.0,2.0,-4.401127,-9.803441,10.74604,VR,schwer
13,8.0,13.0,3.0,2.0,2.835411,-13.75901,14.04813,VR,schwer
14,8.0,14.0,3.0,2.0,5.169484,-7.858104,9.406029,VR,schwer
15,8.0,15.0,3.0,2.0,-1.456494,-7.815023,7.949589,VR,schwer
16,8.0,16.0,6.0,2.0,-2.560762,-1.550862,2.993773,VR,schwer
17,8.0,17.0,6.0,2.0,26.07603,-11.71145,28.58526,VR,schwer
18,8.0,18.0,6.0,2.0,12.35555,-15.83993,20.08887,VR,schwer
19,8.0,19.0,6.0,2.0,5.705068,-9.558458,11.13157,VR,schwer
20,8.0,20.0,6.0,2.0,-1.449083,-6.572095,6.729953,VR,schwer
21,8.0,21.0,2.0,1.0,-6.709157,-1.040905,6.789423,VR,mittel
22,8.0,22.0,2.0,1.0,3.459571,-11.37976,11.89401,VR,mittel
23,8.0,23.0,2.0,1.0,3.578958,-7.314055,8.142747,VR,mittel
24,8.0,24.0,2.0,1.0,1.68041,-12.77592,12.88595,VR,mittel
25,8.0,25.0,2.0,1.0,10.78597,-8.110805,13.49527,VR,mittel
26,8.0,26.0,5.0,1.0,9.461987,-14.30229,17.14889,VR,mittel
27,8.0,27.0,5.0,1.0,6.897541,0.7625124,6.93956,VR,mittel
28,8.0,28.0,5.0,1.0,20.71049,-6.967121,21.85097,VR,mittel
29,8.0,29.0,5.0,1.0,7.731081,-10.0927,12.71347,VR,mittel
30,8.0,30.0,5.0,1.0,5.101406,-14.40208,15.27888,VR,mittel
31,8.0,31.0,2.0,2.0,0.09748303,-25.95429,25.95447,VR,mittel
32,8.0,32.0,2.0,2.0,3.640442,-9.570869,10.23984,VR,mittel
33,8.0,33.0,2.0,2.0,10.80969,-15.56425,18.94981,VR,mittel
34,8.0,34.0,2.0,2.0,11.10328,-14.89929,18.58148,VR,mittel
35,8.0,35.0,2.0,2.0,10.10999,-13.10823,16.55408,VR,mittel
36,8.0,36.0,5.0,2.0,9.047357,-9.720403,13.27934,VR,mittel
37,8.0,37.0,5.0,2.0,6.676029,-12.44557,14.12309,VR,mittel
38,8.0,38.0,5.0,2.0,11.37948,-5.506385,12.64171,VR,mittel
39,8.0,39.0,5.0,2.0,15.48901,-5.141225,16.31997,VR,mittel
40,8.0,40.0,5.0,2.0,13.5858,-9.787986,16.74451,VR,mittel
41,8.0,41.0,1.0,1.0,-7.582579,3.120942,8.199743,VR,leicht
42,8.0,42.0,1.0,1.0,1.295708,-11.12626,11.20146,VR,leicht
43,8.0,43.0,1.0,1.0,4.050363,-6.027646,7.26209,VR,leicht
44,8.0,44.0,1.0,1.0,1.955607,-8.245175,8.47392,VR,leicht
45,8.0,45.0,1.0,1.0,6.105661,-7.833996,9.9323,VR,leicht
46,8.0,46.0,4.0,1.0,6.079565,-1.47606,6.256186,VR,leicht
47,8.0,47.0,4.0,1.0,5.206198,-5.758925,7.763357,VR,leicht
48,8.0,48.0,4.0,1.0,9.295237,-2.029093,9.514128,VR,leicht
49,8.0,49.0,4.0,1.0,12.33532,-14.092,18.72818,VR,leicht
50,8.0,50.0,4.0,1.0,1.57596,-15.12024,15.20215,VR,leicht
51,8.0,51.0,1.0,2.0,-4.747932,-18.94922,19.53498,VR,leicht
52,8.0,52.0,1.0,2.0,-4.909672,-3.270414,5.899194,VR,leicht
53,8.0,53.0,1.0,2.0,10.42479,-1.052912,10.47783,VR,leicht
54,8.0,54.0,1.0,2.0,5.569924,-2.649487,6.167969,VR,leicht
55,8.0,55.0,1.0,2.0,5.944095,-8.793855,10.61434,VR,leicht
56,8.0,56.0,4.0,2.0,9.052797,-3.533444,9.71794,VR,leicht
57,8.0,57.0,4.0,2.0,13.79232,-8.143738,16.01713,VR,leicht
58,8.0,58.0,4.0,2.0,16.2439,-13.24986,20.96242,VR,leicht
59,8.0,59.0,4.0,2.0,17.35553,-13.93367,22.25672,VR,leicht
60,8.0,60.0,4.0,2.0,10.17441,-14.8234,17.9792,VR,leicht
1,27.0,1.0,2.0,1.0,2.3754,2.153277,3.206108,VR,mittel
2,27.0,2.0,2.0,1.0,-0.806146,2.328043,2.463667,VR,mittel
3,27.0,3.0,2.0,1.0,1.961377,0.8675489,2.144678,VR,mittel
4,27.0,4.0,2.0,1.0,9.230083,7.361893,11.80643,VR,mittel
5,27.0,5.0,2.0,1.0,14.52977,-5.022557,15.37336,VR,mittel
6,27.0,6.0,2.0,1.0,7.682242,-21.58224,22.90873,VR,mittel
7,27.0,7.0,2.0,1.0,-4.528623,28.03499,28.3984,VR,mittel
8,27.0,8.0,2.0,1.0,3.693744,-2.617458,4.527122,VR,mittel
9,27.0,9.0,5.0,1.0,-0.7779585,9.85198,9.882648,VR,mittel
10,27.0,10.0,5.0,1.0,0.9300069,-11.84435,11.88081,VR,mittel
11,27.0,11.0,5.0,1.0,8.994387,-2.079525,9.231653,VR,mittel
12,27.0,12.0,5.0,1.0,8.030027,0.6184084,8.053804,VR,mittel
13,27.0,13.0,5.0,1.0,7.577179,-8.778008,11.59599,VR,mittel
14,27.0,14.0,2.0,2.0,1.50642,9.057477,9.181895,VR,mittel
15,27.0,15.0,2.0,2.0,12.44891,-2.944316,12.79235,VR,mittel
16,27.0,16.0,2.0,2.0,8.099825,-11.901,14.39587,VR,mittel
17,27.0,17.0,2.0,2.0,3.174396,-7.383733,8.037183,VR,mittel
18,27.0,18.0,2.0,2.0,8.700132,-5.314142,10.19472,VR,mittel
19,27.0,19.0,5.0,2.0,-1.008415,-10.34353,10.39257,VR,mittel
20,27.0,20.0,5.0,2.0,-0.4966387,3.598272,3.632384,VR,mittel
21,27.0,21.0,5.0,2.0,5.794943,-9.592665,11.20717,VR,mittel
22,27.0,22.0,5.0,2.0,6.250293,-15.92406,17.10678,VR,mittel
24,27.0,24.0,1.0,1.0,-4.015119,2.136057,4.547958,VR,leicht
25,27.0,25.0,1.0,1.0,9.528421,21.89775,23.881,VR,leicht
26,27.0,26.0,1.0,1.0,-5.894967,13.34568,14.58965,VR,leicht
27,27.0,27.0,1.0,1.0,19.55795,-6.387105,20.57446,VR,leicht
28,27.0,28.0,1.0,1.0,8.507905,-16.96681,18.98044,VR,leicht
29,27.0,29.0,4.0,1.0,2.733627,-1.879522,3.317427,VR,leicht
30,27.0,30.0,4.0,1.0,6.697912,-3.001052,7.339506,VR,leicht
31,27.0,31.0,4.0,1.0,-5.122016,-11.19117,12.30761,VR,leicht
32,27.0,32.0,4.0,1.0,-6.887712,-13.63131,15.27263,VR,leicht
33,27.0,33.0,4.0,1.0,1.809528,-4.206287,4.579,VR,leicht
34,27.0,34.0,1.0,2.0,11.63763,0.06030184,11.63779,VR,leicht
35,27.0,35.0,1.0,2.0,6.402679,-17.58036,18.70998,VR,leicht
36,27.0,36.0,1.0,2.0,6.521897,-6.028776,8.881513,VR,leicht
37,27.0,37.0,1.0,2.0,-4.952116,-19.49765,20.1167,VR,leicht
38,27.0,38.0,1.0,2.0,7.881822,-17.39743,19.09957,VR,leicht
39,27.0,39.0,4.0,2.0,9.286623,10.95459,14.36121,VR,leicht
40,27.0,40.0,4.0,2.0,9.108239,-14.44726,17.07874,VR,leicht
41,27.0,41.0,4.0,2.0,-2.001855,-4.749805,5.154422,VR,leicht
42,27.0,42.0,4.0,2.0,3.151952,6.032911,6.806675,VR,leicht
43,27.0,43.0,4.0,2.0,2.743923,-12.69204,12.98526,VR,leicht
44,27.0,44.0,3.0,1.0,-0.2098276,14.79419,14.79568,VR,schwer
45,27.0,45.0,3.0,1.0,-2.868297,-6.986763,7.552614,VR,schwer
46,27.0,46.0,3.0,1.0,4.146242,5.038756,6.525365,VR,schwer
47,27.0,47.0,3.0,1.0,11.98311,-30.64605,32.90554,VR,schwer
48,27.0,48.0,3.0,1.0,6.199404,-19.50311,20.4647,VR,schwer
49,27.0,49.0,6.0,1.0,7.11491,-6.065077,9.349176,VR,schwer
50,27.0,50.0,6.0,1.0,4.61119,-0.6846898,4.661746,VR,schwer
51,27.0,51.0,6.0,1.0,7.323219,-8.165478,10.96834,VR,schwer
52,27.0,52.0,6.0,1.0,-0.1204826,1.846488,1.850414,VR,schwer
53,27.0,53.0,6.0,1.0,-5.87095,1.594799,6.083703,VR,schwer
54,27.0,54.0,3.0,2.0,-6.881144,13.88286,15.49464,VR,schwer
55,27.0,55.0,3.0,2.0,5.221428,-10.31781,11.56376,VR,schwer
56,27.0,56.0,3.0,2.0,-12.79372,-9.623787,16.00927,VR,schwer
57,27.0,57.0,6.0,2.0,-3.583426,13.11899,13.59959,VR,schwer
58,27.0,58.0,6.0,2.0,-0.3662317,-1.880909,1.916232,VR,schwer
59,27.0,59.0,6.0,2.0,-1.712512,2.779446,3.264661,VR,schwer
60,27.0,60.0,6.0,2.0,1.706003,0.4022526,1.752785,VR,schwer
61,27.0,61.0,6.0,2.0,8.350565,-1.800337,8.542433,VR,schwer
62,27.0,62.0,6.0,2.0,11.7769,2.461722,12.03143,VR,schwer
1,13.0,1.0,3.0,1.0,-0.5227218,-9.880204,9.894022,VR,schwer
2,13.0,2.0,3.0,1.0,-1.112505,-17.00888,17.04522,VR,schwer
3,13.0,3.0,3.0,1.0,6.64081,-4.995715,8.310086,VR,schwer
4,13.0,4.0,3.0,1.0,11.62622,0.3896356,11.63275,VR,schwer
5,13.0,5.0,6.0,1.0,-5.039232,-0.3463572,5.051121,VR,schwer
6,13.0,6.0,6.0,1.0,11.53628,-16.86193,20.43062,VR,schwer
7,13.0,7.0,6.0,1.0,10.38619,-3.992248,11.12704,VR,schwer
8,13.0,8.0,6.0,1.0,2.609445,3.102922,4.054297,VR,schwer
9,13.0,9.0,6.0,1.0,43.49907,-3.082567,43.60816,VR,schwer
10,13.0,10.0,3.0,2.0,-3.706811,12.10514,12.65997,VR,schwer
11,13.0,11.0,3.0,2.0,-0.9644988,3.690622,3.814571,VR,schwer
12,13.0,12.0,3.0,2.0,6.1642,9.269118,11.13166,VR,schwer
13,13.0,13.0,3.0,2.0,-1.798341,-2.07573,2.746395,VR,schwer
14,13.0,14.0,3.0,2.0,8.408761,-0.9250561,8.459491,VR,schwer
15,13.0,15.0,6.0,2.0,5.004513,-9.695194,10.91063,VR,schwer
16,13.0,16.0,6.0,2.0,9.833574,-6.754521,11.92991,VR,schwer
17,13.0,17.0,6.0,2.0,-10.42773,-0.6913779,10.45063,VR,schwer
18,13.0,18.0,6.0,2.0,31.60527,-7.946775,32.58903,VR,schwer
19,13.0,19.0,1.0,1.0,8.375717,-12.897,15.37808,VR,leicht
20,13.0,20.0,1.0,1.0,7.909125,-21.42566,22.83885,VR,leicht
21,13.0,21.0,1.0,1.0,4.929649,-14.12048,14.95625,VR,leicht
22,13.0,22.0,1.0,1.0,5.92197,-8.325107,10.21651,VR,leicht
23,13.0,23.0,1.0,1.0,12.82327,-10.8321,16.78602,VR,leicht
24,13.0,24.0,4.0,1.0,-0.4695776,-11.51346,11.52303,VR,leicht
25,13.0,25.0,4.0,1.0,5.169038,-13.54808,14.50067,VR,leicht
26,13.0,26.0,4.0,1.0,10.73977,-10.76796,15.20827,VR,leicht
27,13.0,27.0,4.0,1.0,-1.760605,-16.72793,16.82033,VR,leicht
